gt_type,scram_cond,stim_num,run,subject,lag,kappa
periodic,2B,1,2,28,-1,-0.08181818181818179
periodic,2B,1,2,29,-1,0.15000000000000002
periodic,2B,1,2,30,-1,-0.04615384615384621
periodic,2B,1,2,31,-1,0.21538461538461529
periodic,2B,1,2,32,-1,-0.04615384615384621
periodic,2B,1,2,33,-1,-0.09285714285714297
periodic,2B,1,2,34,-1,-0.04615384615384621
periodic,2B,1,2,35,-1,-0.0736842105263158
periodic,2B,1,2,36,-1,-0.04615384615384621
periodic,2B,1,2,37,-1,-0.09846153846153838
periodic,2B,1,2,38,-1,0.04800000000000004
periodic,2B,1,2,39,-1,-0.020000000000000018
periodic,2B,1,2,40,-1,0.15000000000000002
periodic,2B,1,2,41,-1,-0.05517241379310356
periodic,2B,1,2,42,-1,0.037735849056603876
periodic,2B,1,2,0,0,-0.0677200902934536
periodic,2B,1,2,1,0,-0.08941877794336794
periodic,2B,1,2,2,0,0.12641083521444696
periodic,2B,1,2,3,0,-0.0455927051671734
periodic,2B,1,2,4,0,0.1868743047830923
periodic,2B,1,2,5,0,-0.061728395061728225
periodic,2B,1,2,6,0,-0.061728395061728225
periodic,2B,1,2,7,0,-0.0677200902934536
periodic,2B,1,2,8,0,-0.061728395061728225
periodic,2B,1,2,9,0,-0.01976284584980248
periodic,2B,1,2,10,0,-0.08403361344537807
periodic,2B,1,2,11,0,-0.01976284584980248
periodic,2B,1,2,12,0,-0.061728395061728225
periodic,2B,1,2,13,0,-0.03436426116838498
periodic,2B,1,2,14,0,0.007290400972053468
periodic,2B,1,2,15,0,0.08863198458574184
periodic,2B,1,2,16,0,-0.03436426116838498
periodic,2B,1,2,17,0,0.10602910602910609
periodic,2B,1,2,18,0,-0.08403361344537807
periodic,2B,1,2,19,0,-0.08078994614003587
periodic,2B,1,2,20,0,-0.08403361344537807
periodic,2B,1,2,21,0,-0.07276507276507282
periodic,2B,1,2,22,0,-0.03436426116838498
periodic,2B,1,2,23,0,0.13654618473895586
periodic,2B,1,2,24,0,0.02961918194640334
periodic,2B,1,2,25,0,-0.03436426116838498
periodic,2B,1,2,26,0,0.0
periodic,2B,1,2,27,0,-0.0677200902934536
periodic,2B,1,2,28,0,-0.08078994614003587
periodic,2B,1,2,29,0,-0.061728395061728225
periodic,2B,1,2,30,0,-0.0455927051671734
periodic,2B,1,2,31,0,-0.0455927051671734
periodic,2B,1,2,32,0,0.21580547112462
periodic,2B,1,2,33,0,0.02961918194640334
periodic,2B,1,2,34,0,0.21580547112462
periodic,2B,1,2,35,0,-0.07276507276507282
periodic,2B,1,2,36,0,-0.0455927051671734
periodic,2B,1,2,37,0,0.11178614823815314
periodic,2B,1,2,38,0,-0.08688783570300163
periodic,2B,1,2,39,0,-0.01976284584980248
periodic,2B,1,2,40,0,-0.061728395061728225
periodic,2B,1,2,41,0,-0.05449591280653965
periodic,2B,1,2,42,0,-0.08941877794336794
periodic,2B,1,2,0,1,-0.0685714285714285
periodic,2B,1,2,1,1,0.2943396226415095
periodic,2B,1,2,2,1,0.12571428571428578
periodic,2B,1,2,3,1,-0.04615384615384621
periodic,2B,1,2,4,1,-0.005633802816901401
periodic,2B,1,2,5,1,-0.0625
periodic,2B,1,2,6,1,-0.0625
periodic,2B,1,2,7,1,-0.0685714285714285
periodic,2B,1,2,8,1,-0.0625
periodic,2B,1,2,9,1,-0.020000000000000018
periodic,2B,1,2,10,1,-0.0851063829787233
periodic,2B,1,2,11,1,-0.020000000000000018
periodic,2B,1,2,12,1,-0.0625
periodic,2B,1,2,13,1,-0.03478260869565197
periodic,2B,1,2,14,1,0.006153846153846176
periodic,2B,1,2,15,1,-0.07804878048780495
periodic,2B,1,2,16,1,-0.03478260869565197
periodic,2B,1,2,17,1,-0.0736842105263158
periodic,2B,1,2,18,1,-0.0851063829787233
periodic,2B,1,2,19,1,0.07272727272727275
periodic,2B,1,2,20,1,0.20425531914893624
periodic,2B,1,2,21,1,-0.0736842105263158
periodic,2B,1,2,22,1,-0.03478260869565197
periodic,2B,1,2,23,1,0.02033898305084736
periodic,2B,1,2,24,1,-0.09285714285714297
periodic,2B,1,2,25,1,-0.03478260869565197
periodic,2B,1,2,26,1,0.0
periodic,2B,1,2,27,1,0.12571428571428578
periodic,2B,1,2,28,1,0.07272727272727275
periodic,2B,1,2,29,1,0.15000000000000002
periodic,2B,1,2,30,1,-0.04615384615384621
periodic,2B,1,2,31,1,-0.04615384615384621
periodic,2B,1,2,32,1,-0.04615384615384621
periodic,2B,1,2,33,1,0.02857142857142847
periodic,2B,1,2,34,1,-0.04615384615384621
periodic,2B,1,2,35,1,0.10526315789473684
periodic,2B,1,2,36,1,-0.04615384615384621
periodic,2B,1,2,37,1,-0.09846153846153838
periodic,2B,1,2,38,1,0.04800000000000004
periodic,2B,1,2,39,1,0.0
periodic,2B,1,2,40,1,-0.0625
periodic,2B,1,2,41,1,-0.05517241379310356
periodic,2B,1,2,42,1,0.037735849056603876
periodic,2B,1,2,0,2,-0.06944444444444442
periodic,2B,1,2,1,2,-0.09174311926605494
periodic,2B,1,2,2,2,-0.06944444444444442
periodic,2B,1,2,3,2,-0.04672897196261694
periodic,2B,1,2,4,2,-0.10273972602739745
periodic,2B,1,2,5,2,0.14936708860759496
periodic,2B,1,2,6,2,0.14936708860759496
periodic,2B,1,2,7,2,-0.06944444444444442
periodic,2B,1,2,8,2,-0.06329113924050622
periodic,2B,1,2,9,2,-0.020242914979756943
periodic,2B,1,2,10,2,0.05862068965517242
periodic,2B,1,2,11,2,-0.020242914979756943
periodic,2B,1,2,12,2,-0.06329113924050622
periodic,2B,1,2,13,2,-0.035211267605633756
periodic,2B,1,2,14,2,-0.09975062344139651
periodic,2B,1,2,15,2,-0.07905138339920947
periodic,2B,1,2,16,2,-0.035211267605633756
periodic,2B,1,2,17,2,0.10447761194029848
periodic,2B,1,2,18,2,0.05862068965517242
periodic,2B,1,2,19,2,-0.0828729281767957
periodic,2B,1,2,20,2,-0.08620689655172398
periodic,2B,1,2,21,2,0.10447761194029848
periodic,2B,1,2,22,2,-0.035211267605633756
periodic,2B,1,2,23,2,-0.09615384615384626
periodic,2B,1,2,24,2,-0.09406657018813314
periodic,2B,1,2,25,2,-0.035211267605633756
periodic,2B,1,2,26,2,0.0
periodic,2B,1,2,27,2,-0.06944444444444442
periodic,2B,1,2,28,2,0.07182320441988943
periodic,2B,1,2,29,2,-0.06329113924050622
periodic,2B,1,2,30,2,-0.04672897196261694
periodic,2B,1,2,31,2,-0.04672897196261694
periodic,2B,1,2,32,2,-0.04672897196261694
periodic,2B,1,2,33,2,-0.09406657018813314
periodic,2B,1,2,34,2,0.2149532710280373
periodic,2B,1,2,35,2,0.10447761194029848
periodic,2B,1,2,36,2,-0.04672897196261694
periodic,2B,1,2,37,2,0.004987531172069848
periodic,2B,1,2,38,2,0.04700162074554293
periodic,2B,1,2,39,2,0.0
periodic,2B,1,2,40,2,-0.06329113924050622
periodic,2B,1,2,41,2,-0.05586592178770955
periodic,2B,1,2,42,2,-0.09174311926605494
periodic,2B,1,2,0,3,-0.07033997655334123
periodic,2B,1,2,1,3,0.035631293570875244
periodic,2B,1,2,2,3,-0.07033997655334123
periodic,2B,1,2,3,3,-0.04731861198738163
periodic,2B,1,2,4,3,-0.10410641989589342
periodic,2B,1,2,5,3,0.14871794871794863
periodic,2B,1,2,6,3,-0.0641025641025641
periodic,2B,1,2,7,3,-0.07033997655334123
periodic,2B,1,2,8,3,-0.056577086280056754
periodic,2B,1,2,9,3,-0.020491803278688492
periodic,2B,1,2,10,3,0.05764192139737989
periodic,2B,1,2,11,3,-0.020491803278688492
periodic,2B,1,2,12,3,-0.0641025641025641
periodic,2B,1,2,13,3,-0.035650623885918
periodic,2B,1,2,14,3,0.0037902716361339905
periodic,2B,1,2,15,3,-0.08008008008008005
periodic,2B,1,2,16,3,-0.035650623885918
periodic,2B,1,2,17,3,-0.07559395248380119
periodic,2B,1,2,18,3,0.05764192139737989
periodic,2B,1,2,19,3,-0.08395522388059695
periodic,2B,1,2,20,3,-0.0873362445414847
periodic,2B,1,2,21,3,-0.07559395248380119
periodic,2B,1,2,22,3,-0.035650623885918
periodic,2B,1,2,23,3,-0.09742519137091166
periodic,2B,1,2,24,3,0.02639296187683271
periodic,2B,1,2,25,3,-0.035650623885918
periodic,2B,1,2,26,3,0.0
periodic,2B,1,2,27,3,-0.07033997655334123
periodic,2B,1,2,28,3,-0.08395522388059695
periodic,2B,1,2,29,3,-0.0641025641025641
periodic,2B,1,2,30,3,-0.04731861198738163
periodic,2B,1,2,31,3,-0.04731861198738163
periodic,2B,1,2,32,3,-0.04731861198738163
periodic,2B,1,2,33,3,0.02639296187683271
periodic,2B,1,2,34,3,0.21451104100946383
periodic,2B,1,2,35,3,-0.07559395248380119
periodic,2B,1,2,36,3,-0.04731861198738163
periodic,2B,1,2,37,3,-0.10107391029690449
periodic,2B,1,2,38,3,-0.090311986863711
periodic,2B,1,2,39,3,0.0
periodic,2B,1,2,40,3,-0.0641025641025641
periodic,2B,1,2,41,3,-0.056577086280056754
periodic,2B,1,2,42,3,0.035631293570875244
tracked,2B,1,2,0,-2,-0.050000000000000044
tracked,2B,1,2,1,-2,-0.06060606060606055
tracked,2B,1,2,2,-2,-0.050000000000000044
tracked,2B,1,2,3,-2,-0.03703703703703698
tracked,2B,1,2,4,-2,-0.06521739130434767
tracked,2B,1,2,5,-2,-0.04672897196261694
tracked,2B,1,2,6,-2,-0.04672897196261694
tracked,2B,1,2,7,-2,-0.050000000000000044
tracked,2B,1,2,8,-2,-0.04672897196261694
tracked,2B,1,2,9,-2,-0.018181818181818077
tracked,2B,1,2,10,-2,-0.058139534883721034
tracked,2B,1,2,11,-2,-0.018181818181818077
tracked,2B,1,2,12,-2,-0.04672897196261694
tracked,2B,1,2,13,-2,-0.02941176470588247
tracked,2B,1,2,14,-2,0.16000000000000003
tracked,2B,1,2,15,-2,-0.0547945205479452
tracked,2B,1,2,16,-2,-0.02941176470588247
tracked,2B,1,2,17,-2,-0.05263157894736836
tracked,2B,1,2,18,-2,-0.058139534883721034
tracked,2B,1,2,19,-2,-0.05660377358490565
tracked,2B,1,2,20,-2,-0.058139534883721034
tracked,2B,1,2,21,-2,0.1578947368421053
tracked,2B,1,2,22,-2,-0.02941176470588247
tracked,2B,1,2,23,-2,-0.0625
tracked,2B,1,2,24,-2,-0.0616113744075828
tracked,2B,1,2,25,-2,-0.02941176470588247
tracked,2B,1,2,26,-2,0.0
tracked,2B,1,2,27,-2,-0.050000000000000044
tracked,2B,1,2,28,-2,-0.05660377358490565
tracked,2B,1,2,29,-2,-0.04672897196261694
tracked,2B,1,2,30,-2,-0.03703703703703698
tracked,2B,1,2,31,-2,-0.03703703703703698
tracked,2B,1,2,32,-2,-0.03703703703703698
tracked,2B,1,2,33,-2,-0.0616113744075828
tracked,2B,1,2,34,-2,-0.03703703703703698
tracked,2B,1,2,35,-2,-0.05263157894736836
tracked,2B,1,2,36,-2,-0.03703703703703698
tracked,2B,1,2,37,-2,0.16000000000000003
tracked,2B,1,2,38,-2,-0.059459459459459296
tracked,2B,1,2,39,-2,0.49090909090909096
tracked,2B,1,2,40,-2,-0.04672897196261694
tracked,2B,1,2,41,-2,0.25531914893617025
tracked,2B,1,2,42,-2,-0.06060606060606055
tracked,2B,1,2,0,-1,-0.04938271604938271
tracked,2B,1,2,1,-1,-0.05985037406483795
tracked,2B,1,2,2,-1,0.1838134430727023
tracked,2B,1,2,3,-1,-0.03658536585365857
tracked,2B,1,2,4,-1,-0.06440071556350646
tracked,2B,1,2,5,-1,-0.04615384615384621
tracked,2B,1,2,6,-1,-0.04615384615384621
tracked,2B,1,2,7,-1,-0.04938271604938271
tracked,2B,1,2,8,-1,-0.04615384615384621
tracked,2B,1,2,9,-1,-0.017964071856287456
tracked,2B,1,2,10,-1,0.10526315789473673
tracked,2B,1,2,11,-1,-0.017964071856287456
tracked,2B,1,2,12,-1,0.21538461538461529
tracked,2B,1,2,13,-1,-0.029055690072639306
tracked,2B,1,2,14,-1,-0.06319947333772213
tracked,2B,1,2,15,-1,-0.054114994363021474
tracked,2B,1,2,16,-1,-0.029055690072639306
tracked,2B,1,2,17,-1,0.15841584158415845
tracked,2B,1,2,18,-1,-0.05741626794258381
tracked,2B,1,2,19,-1,-0.05590062111801264
tracked,2B,1,2,20,-1,-0.05741626794258381
tracked,2B,1,2,21,-1,-0.051980198019802026
tracked,2B,1,2,22,-1,-0.029055690072639306
tracked,2B,1,2,23,-1,0.06318883174136669
tracked,2B,1,2,24,-1,0.07176287051482055
tracked,2B,1,2,25,-1,-0.029055690072639306
tracked,2B,1,2,26,-1,0.0
tracked,2B,1,2,27,-1,-0.04938271604938271
tracked,2B,1,2,28,-1,-0.05590062111801264
tracked,2B,1,2,29,-1,0.21538461538461529
tracked,2B,1,2,30,-1,-0.03658536585365857
tracked,2B,1,2,31,-1,-0.03658536585365857
tracked,2B,1,2,32,-1,-0.03658536585365857
tracked,2B,1,2,33,-1,-0.060842433697347875
tracked,2B,1,2,34,-1,-0.03658536585365857
tracked,2B,1,2,35,-1,-0.051980198019802026
tracked,2B,1,2,36,-1,-0.03658536585365857
tracked,2B,1,2,37,-1,-0.06319947333772213
tracked,2B,1,2,38,-1,-0.0587188612099645
tracked,2B,1,2,39,-1,-0.017964071856287456
tracked,2B,1,2,40,-1,-0.04615384615384621
tracked,2B,1,2,41,-1,-0.042031523642731994
tracked,2B,1,2,42,-1,-0.05985037406483795
tracked,2B,1,2,0,0,-0.04878048780487809
tracked,2B,1,2,1,0,0.08210180623973717
tracked,2B,1,2,2,0,-0.04878048780487809
tracked,2B,1,2,3,0,-0.03614457831325302
tracked,2B,1,2,4,0,-0.06360424028268552
tracked,2B,1,2,5,0,0.21580547112462
tracked,2B,1,2,6,0,-0.0455927051671734
tracked,2B,1,2,7,0,-0.04878048780487809
tracked,2B,1,2,8,0,0.4772036474164133
tracked,2B,1,2,9,0,-0.01775147928994092
tracked,2B,1,2,10,0,0.10586011342155
tracked,2B,1,2,11,0,-0.01775147928994092
tracked,2B,1,2,12,0,-0.0455927051671734
tracked,2B,1,2,13,0,0.3827751196172249
tracked,2B,1,2,14,0,-0.062418725617685133
tracked,2B,1,2,15,0,-0.05345211581291753
tracked,2B,1,2,16,0,-0.028708133971292016
tracked,2B,1,2,17,0,0.158924205378973
tracked,2B,1,2,18,0,-0.05671077504725908
tracked,2B,1,2,19,0,-0.05521472392638027
tracked,2B,1,2,20,0,-0.05671077504725908
tracked,2B,1,2,21,0,-0.05134474327628369
tracked,2B,1,2,22,0,-0.028708133971292016
tracked,2B,1,2,23,0,0.06386066763425247
tracked,2B,1,2,24,0,-0.06009244992295848
tracked,2B,1,2,25,0,-0.028708133971292016
tracked,2B,1,2,26,0,0.0
tracked,2B,1,2,27,0,-0.04878048780487809
tracked,2B,1,2,28,0,-0.05521472392638027
tracked,2B,1,2,29,0,-0.0455927051671734
tracked,2B,1,2,30,0,-0.03614457831325302
tracked,2B,1,2,31,0,-0.03614457831325302
tracked,2B,1,2,32,0,-0.03614457831325302
tracked,2B,1,2,33,0,-0.06009244992295848
tracked,2B,1,2,34,0,-0.03614457831325302
tracked,2B,1,2,35,0,0.158924205378973
tracked,2B,1,2,36,0,-0.03614457831325302
tracked,2B,1,2,37,0,-0.062418725617685133
tracked,2B,1,2,38,0,-0.05799648506151134
tracked,2B,1,2,39,0,-0.01775147928994092
tracked,2B,1,2,40,0,-0.0455927051671734
tracked,2B,1,2,41,0,-0.04152249134948094
tracked,2B,1,2,42,0,0.08210180623973717
tracked,2B,1,2,0,1,-0.04938271604938271
tracked,2B,1,2,1,1,-0.05985037406483795
tracked,2B,1,2,2,1,-0.04938271604938271
tracked,2B,1,2,3,1,-0.03658536585365857
tracked,2B,1,2,4,1,0.036970781156827504
tracked,2B,1,2,5,1,-0.04615384615384621
tracked,2B,1,2,6,1,0.21538461538461529
tracked,2B,1,2,7,1,-0.04938271604938271
tracked,2B,1,2,8,1,-0.04615384615384621
tracked,2B,1,2,9,1,-0.017964071856287456
tracked,2B,1,2,10,1,0.10526315789473673
tracked,2B,1,2,11,1,-0.017964071856287456
tracked,2B,1,2,12,1,-0.04615384615384621
tracked,2B,1,2,13,1,-0.029055690072639306
tracked,2B,1,2,14,1,-0.06319947333772213
tracked,2B,1,2,15,1,-0.054114994363021474
tracked,2B,1,2,16,1,-0.029055690072639306
tracked,2B,1,2,17,1,-0.051980198019802026
tracked,2B,1,2,18,1,-0.05741626794258381
tracked,2B,1,2,19,1,0.12008281573498958
tracked,2B,1,2,20,1,-0.05741626794258381
tracked,2B,1,2,21,1,-0.051980198019802026
tracked,2B,1,2,22,1,-0.029055690072639306
tracked,2B,1,2,23,1,-0.06171932402645108
tracked,2B,1,2,24,1,0.2043681747269891
tracked,2B,1,2,25,1,-0.029055690072639306
tracked,2B,1,2,26,1,0.0
tracked,2B,1,2,27,1,-0.04938271604938271
tracked,2B,1,2,28,1,0.12008281573498958
tracked,2B,1,2,29,1,-0.04615384615384621
tracked,2B,1,2,30,1,0.3089430894308943
tracked,2B,1,2,31,1,0.3089430894308943
tracked,2B,1,2,32,1,-0.03658536585365857
tracked,2B,1,2,33,1,0.07176287051482055
tracked,2B,1,2,34,1,-0.03658536585365857
tracked,2B,1,2,35,1,-0.051980198019802026
tracked,2B,1,2,36,1,-0.03658536585365857
tracked,2B,1,2,37,1,0.1606319947333772
tracked,2B,1,2,38,1,0.092526690391459
tracked,2B,1,2,39,1,0.0
tracked,2B,1,2,40,1,0.21538461538461529
tracked,2B,1,2,41,1,0.2556917688266199
tracked,2B,1,2,42,1,0.08146300914380711
tracked,2B,1,2,0,2,-0.050000000000000044
tracked,2B,1,2,1,2,-0.06060606060606055
tracked,2B,1,2,2,2,-0.050000000000000044
tracked,2B,1,2,3,2,-0.03703703703703698
tracked,2B,1,2,4,2,0.1376811594202899
tracked,2B,1,2,5,2,-0.04672897196261694
tracked,2B,1,2,6,2,-0.04672897196261694
tracked,2B,1,2,7,2,0.18333333333333335
tracked,2B,1,2,8,2,-0.04672897196261694
tracked,2B,1,2,9,2,-0.018181818181818077
tracked,2B,1,2,10,2,-0.058139534883721034
tracked,2B,1,2,11,2,0.49090909090909096
tracked,2B,1,2,12,2,-0.04672897196261694
tracked,2B,1,2,13,2,-0.02941176470588247
tracked,2B,1,2,14,2,0.16000000000000003
tracked,2B,1,2,15,2,0.3287671232876712
tracked,2B,1,2,16,2,-0.02941176470588247
tracked,2B,1,2,17,2,-0.05263157894736836
tracked,2B,1,2,18,2,-0.058139534883721034
tracked,2B,1,2,19,2,0.11949685534591203
tracked,2B,1,2,20,2,0.10465116279069764
tracked,2B,1,2,21,2,-0.05263157894736836
tracked,2B,1,2,22,2,-0.02941176470588247
tracked,2B,1,2,23,2,0.1875
tracked,2B,1,2,24,2,-0.0616113744075828
tracked,2B,1,2,25,2,0.38235294117647056
tracked,2B,1,2,26,2,0.0
tracked,2B,1,2,27,2,-0.050000000000000044
tracked,2B,1,2,28,2,0.11949685534591203
tracked,2B,1,2,29,2,0.2149532710280373
tracked,2B,1,2,30,2,-0.03703703703703698
tracked,2B,1,2,31,2,-0.03703703703703698
tracked,2B,1,2,32,2,-0.03703703703703698
tracked,2B,1,2,33,2,0.071090047393365
tracked,2B,1,2,34,2,-0.03703703703703698
tracked,2B,1,2,35,2,-0.05263157894736836
tracked,2B,1,2,36,2,-0.03703703703703698
tracked,2B,1,2,37,2,0.04800000000000004
tracked,2B,1,2,38,2,-0.059459459459459296
tracked,2B,1,2,39,2,0.0
tracked,2B,1,2,40,2,-0.04672897196261694
tracked,2B,1,2,41,2,-0.042553191489361764
tracked,2B,1,2,42,2,0.08080808080808077
tracked,2B,1,2,0,3,-0.05063291139240511
tracked,2B,1,2,1,3,0.22165387894288147
tracked,2B,1,2,2,3,-0.05063291139240511
tracked,2B,1,2,3,3,0.30833333333333335
tracked,2B,1,2,4,3,-0.06605504587155964
tracked,2B,1,2,5,3,-0.04731861198738163
tracked,2B,1,2,6,3,-0.04731861198738163
tracked,2B,1,2,7,3,0.4163150492264416
tracked,2B,1,2,8,3,-0.04308797127468589
tracked,2B,1,2,9,3,-0.018404907975460016
tracked,2B,1,2,10,3,-0.058881256133463955
tracked,2B,1,2,11,3,-0.018404907975460016
tracked,2B,1,2,12,3,-0.04731861198738163
tracked,2B,1,2,13,3,-0.02977667493796532
tracked,2B,1,2,14,3,0.04726536124240377
tracked,2B,1,2,15,3,-0.05549132947976876
tracked,2B,1,2,16,3,-0.02977667493796532
tracked,2B,1,2,17,3,0.15736040609137059
tracked,2B,1,2,18,3,-0.058881256133463955
tracked,2B,1,2,19,3,0.11889596602972397
tracked,2B,1,2,20,3,-0.058881256133463955
tracked,2B,1,2,21,3,0.36802030456852797
tracked,2B,1,2,22,3,-0.02977667493796532
tracked,2B,1,2,23,3,-0.06330067822155216
tracked,2B,1,2,24,3,0.20319999999999994
tracked,2B,1,2,25,3,-0.02977667493796532
tracked,2B,1,2,26,3,0.0
tracked,2B,1,2,27,3,0.18284106891701823
tracked,2B,1,2,28,3,0.11889596602972397
tracked,2B,1,2,29,3,-0.04731861198738163
tracked,2B,1,2,30,3,-0.03750000000000009
tracked,2B,1,2,31,3,-0.03750000000000009
tracked,2B,1,2,32,3,-0.03750000000000009
tracked,2B,1,2,33,3,0.07039999999999991
tracked,2B,1,2,34,3,-0.03750000000000009
tracked,2B,1,2,35,3,-0.053299492385786795
tracked,2B,1,2,36,3,-0.03750000000000009
tracked,2B,1,2,37,3,-0.06482106684672528
tracked,2B,1,2,38,3,-0.06021897810218979
tracked,2B,1,2,39,3,0.0
tracked,2B,1,2,40,3,-0.04731861198738163
tracked,2B,1,2,41,3,-0.04308797127468589
tracked,2B,1,2,42,3,-0.0613810741687979
actual,intact,2,1,0,-2,-0.035211267605633756
actual,intact,2,1,1,-2,-0.06944444444444442
actual,intact,2,1,2,-2,-0.05586592178770955
actual,intact,2,1,3,-2,0.2149532710280373
actual,intact,2,1,4,-2,-0.07462686567164178
actual,intact,2,1,5,-2,0.05862068965517242
actual,intact,2,1,6,-2,-0.035211267605633756
actual,intact,2,1,7,-2,0.17877094972067042
actual,intact,2,1,8,-2,-0.04672897196261694
actual,intact,2,1,9,-2,-0.035211267605633756
actual,intact,2,1,10,-2,-0.07905138339920947
actual,intact,2,1,11,-2,0.0
actual,intact,2,1,12,-2,0.0
actual,intact,2,1,13,-2,-0.035211267605633756
actual,intact,2,1,14,-2,0.004987531172069848
actual,intact,2,1,15,-2,-0.06329113924050622
actual,intact,2,1,16,-2,-0.035211267605633756
actual,intact,2,1,17,-2,-0.020242914979756943
actual,intact,2,1,18,-2,-0.05586592178770955
actual,intact,2,1,19,-2,0.14936708860759496
actual,intact,2,1,20,-2,-0.035211267605633756
actual,intact,2,1,21,-2,0.10447761194029848
actual,intact,2,1,22,-2,-0.020242914979756943
actual,intact,2,1,23,-2,-0.04672897196261694
actual,intact,2,1,24,-2,-0.035211267605633756
actual,intact,2,1,25,-2,-0.04672897196261694
actual,intact,2,1,26,-2,-0.020242914979756943
actual,intact,2,1,27,-2,-0.020242914979756943
actual,intact,2,1,28,-2,-0.04672897196261694
actual,intact,2,1,29,-2,0.0
actual,intact,2,1,30,-2,-0.05586592178770955
actual,intact,2,1,31,-2,-0.06329113924050622
actual,intact,2,1,32,-2,-0.035211267605633756
actual,intact,2,1,33,-2,-0.05586592178770955
actual,intact,2,1,34,-2,-0.035211267605633756
actual,intact,2,1,35,-2,-0.06329113924050622
actual,intact,2,1,36,-2,0.14936708860759496
actual,intact,2,1,37,-2,0.04700162074554293
actual,intact,2,1,38,-2,-0.06329113924050622
actual,intact,2,1,39,-2,-0.020242914979756943
actual,intact,2,1,40,-2,-0.04672897196261694
actual,intact,2,1,41,-2,-0.020242914979756943
actual,intact,2,1,42,-2,-0.07905138339920947
actual,intact,2,1,0,-1,-0.03478260869565197
actual,intact,2,1,1,-1,0.12571428571428578
actual,intact,2,1,2,-1,-0.05517241379310356
actual,intact,2,1,3,-1,-0.04615384615384621
actual,intact,2,1,4,-1,-0.0736842105263158
actual,intact,2,1,5,-1,0.05957446808510647
actual,intact,2,1,6,-1,-0.03478260869565197
actual,intact,2,1,7,-1,-0.05517241379310356
actual,intact,2,1,8,-1,-0.04615384615384621
actual,intact,2,1,9,-1,-0.03478260869565197
actual,intact,2,1,10,-1,-0.07804878048780495
actual,intact,2,1,11,-1,0.0
actual,intact,2,1,12,-1,0.0
actual,intact,2,1,13,-1,-0.03478260869565197
actual,intact,2,1,14,-1,0.006153846153846176
actual,intact,2,1,15,-1,-0.0625
actual,intact,2,1,16,-1,0.26086956521739135
actual,intact,2,1,17,-1,-0.020000000000000018
actual,intact,2,1,18,-1,-0.05517241379310356
actual,intact,2,1,19,-1,0.15000000000000002
actual,intact,2,1,20,-1,-0.03478260869565197
actual,intact,2,1,21,-1,-0.0736842105263158
actual,intact,2,1,22,-1,-0.020000000000000018
actual,intact,2,1,23,-1,-0.04615384615384621
actual,intact,2,1,24,-1,-0.03478260869565197
actual,intact,2,1,25,-1,-0.04615384615384621
actual,intact,2,1,26,-1,-0.020000000000000018
actual,intact,2,1,27,-1,-0.020000000000000018
actual,intact,2,1,28,-1,-0.04615384615384621
actual,intact,2,1,29,-1,0.0
actual,intact,2,1,30,-1,-0.05517241379310356
actual,intact,2,1,31,-1,-0.0625
actual,intact,2,1,32,-1,-0.03478260869565197
actual,intact,2,1,33,-1,-0.05517241379310356
actual,intact,2,1,34,-1,-0.03478260869565197
actual,intact,2,1,35,-1,-0.0625
actual,intact,2,1,36,-1,-0.0625
actual,intact,2,1,37,-1,0.04800000000000004
actual,intact,2,1,38,-1,-0.0625
actual,intact,2,1,39,-1,-0.020000000000000018
actual,intact,2,1,40,-1,-0.04615384615384621
actual,intact,2,1,41,-1,-0.020000000000000018
actual,intact,2,1,42,-1,0.08780487804878045
actual,intact,2,1,0,0,0.26116838487972505
actual,intact,2,1,1,0,-0.0677200902934536
actual,intact,2,1,2,0,-0.05449591280653965
actual,intact,2,1,3,0,-0.0455927051671734
actual,intact,2,1,4,0,-0.07276507276507282
actual,intact,2,1,5,0,0.06050420168067239
actual,intact,2,1,6,0,-0.03436426116838498
actual,intact,2,1,7,0,-0.05449591280653965
actual,intact,2,1,8,0,0.21580547112462
actual,intact,2,1,9,0,-0.03436426116838498
actual,intact,2,1,10,0,-0.07707129094412335
actual,intact,2,1,11,0,0.0
actual,intact,2,1,12,0,0.0
actual,intact,2,1,13,0,-0.03436426116838498
actual,intact,2,1,14,0,0.007290400972053468
actual,intact,2,1,15,0,-0.061728395061728225
actual,intact,2,1,16,0,-0.03436426116838498
actual,intact,2,1,17,0,-0.01976284584980248
actual,intact,2,1,18,0,-0.05449591280653965
actual,intact,2,1,19,0,-0.061728395061728225
actual,intact,2,1,20,0,-0.03436426116838498
actual,intact,2,1,21,0,-0.07276507276507282
actual,intact,2,1,22,0,-0.01976284584980248
actual,intact,2,1,23,0,-0.0455927051671734
actual,intact,2,1,24,0,-0.03436426116838498
actual,intact,2,1,25,0,0.21580547112462
actual,intact,2,1,26,0,-0.01976284584980248
actual,intact,2,1,27,0,-0.01976284584980248
actual,intact,2,1,28,0,-0.0455927051671734
actual,intact,2,1,29,0,0.0
actual,intact,2,1,30,0,-0.05449591280653965
actual,intact,2,1,31,0,-0.061728395061728225
actual,intact,2,1,32,0,-0.03436426116838498
actual,intact,2,1,33,0,-0.05449591280653965
actual,intact,2,1,34,0,-0.03436426116838498
actual,intact,2,1,35,0,0.15061728395061735
actual,intact,2,1,36,0,0.15061728395061735
actual,intact,2,1,37,0,-0.08688783570300163
actual,intact,2,1,38,0,-0.061728395061728225
