gt_type,scram_cond,stim_num,run,subject,lag,kappa
periodic,2B,3,2,15,3,0.02639296187683271
periodic,2B,3,2,16,3,-0.090311986863711
periodic,2B,3,2,17,3,0.14871794871794863
periodic,2B,3,2,18,3,-0.08395522388059695
periodic,2B,3,2,19,3,-0.056577086280056754
periodic,2B,3,2,20,3,-0.056577086280056754
periodic,2B,3,2,21,3,-0.0641025641025641
periodic,2B,3,2,22,3,-0.035650623885918
periodic,2B,3,2,23,3,-0.08395522388059695
periodic,2B,3,2,24,3,0.20262008733624448
periodic,2B,3,2,25,3,0.3188745603751465
periodic,2B,3,2,26,3,0.21451104100946383
periodic,2B,3,2,27,3,-0.035650623885918
periodic,2B,3,2,28,3,-0.07033997655334123
periodic,2B,3,2,29,3,-0.07559395248380119
periodic,2B,3,2,30,3,-0.056577086280056754
periodic,2B,3,2,31,3,-0.0641025641025641
periodic,2B,3,2,32,3,0.12426729191090269
periodic,2B,3,2,33,3,-0.013318534961154205
periodic,2B,3,2,34,3,-0.0641025641025641
periodic,2B,3,2,35,3,-0.09295120061967466
periodic,2B,3,2,36,3,-0.035650623885918
periodic,2B,3,2,37,3,-0.09530791788856319
periodic,2B,3,2,38,3,-0.07559395248380119
periodic,2B,3,2,39,3,-0.020491803278688492
periodic,2B,3,2,40,3,-0.04731861198738163
periodic,2B,3,2,41,3,0.17821782178217815
periodic,2B,3,2,42,3,-0.08395522388059695
tracked,2B,3,2,0,-2,-0.03703703703703698
tracked,2B,3,2,1,-2,0.01754385964912275
tracked,2B,3,2,2,-2,0.02777777777777768
tracked,2B,3,2,3,-2,0.18333333333333335
tracked,2B,3,2,4,-2,0.02777777777777768
tracked,2B,3,2,5,-2,-0.026666666666666616
tracked,2B,3,2,6,-2,-0.09375
tracked,2B,3,2,7,-2,-0.050000000000000044
tracked,2B,3,2,8,-2,-0.06060606060606055
tracked,2B,3,2,9,-2,0.08333333333333337
tracked,2B,3,2,10,-2,-0.0888888888888888
tracked,2B,3,2,11,-2,0.2222222222222221
tracked,2B,3,2,12,-2,0.15740740740740733
tracked,2B,3,2,13,-2,-0.0370370370370372
tracked,2B,3,2,14,-2,0.049382716049382824
tracked,2B,3,2,15,-2,0.008333333333333304
tracked,2B,3,2,16,-2,-0.10185185185185186
tracked,2B,3,2,17,-2,-0.06944444444444442
tracked,2B,3,2,18,-2,-0.09375
tracked,2B,3,2,19,-2,-0.06060606060606055
tracked,2B,3,2,20,-2,0.1515151515151515
tracked,2B,3,2,21,-2,-0.06944444444444442
tracked,2B,3,2,22,-2,-0.0370370370370372
tracked,2B,3,2,23,-2,0.05208333333333337
tracked,2B,3,2,24,-2,-0.09803921568627438
tracked,2B,3,2,25,-2,-0.07692307692307687
tracked,2B,3,2,26,-2,-0.050000000000000044
tracked,2B,3,2,27,-2,0.2222222222222221
tracked,2B,3,2,28,-2,-0.07692307692307687
tracked,2B,3,2,29,-2,0.06666666666666665
tracked,2B,3,2,30,-2,0.1515151515151515
tracked,2B,3,2,31,-2,0.1250000000000001
tracked,2B,3,2,32,-2,-0.08333333333333326
tracked,2B,3,2,33,-2,0.23717948717948711
tracked,2B,3,2,34,-2,0.31944444444444453
tracked,2B,3,2,35,-2,-0.10526315789473695
tracked,2B,3,2,36,-2,0.2222222222222221
tracked,2B,3,2,37,-2,0.125
tracked,2B,3,2,38,-2,-0.08333333333333326
tracked,2B,3,2,39,-2,-0.02083333333333326
tracked,2B,3,2,40,-2,-0.050000000000000044
tracked,2B,3,2,41,-2,-0.06060606060606055
tracked,2B,3,2,42,-2,0.05208333333333337
tracked,2B,3,2,0,-1,-0.03553299492385764
tracked,2B,3,2,1,-1,-0.10389610389610393
tracked,2B,3,2,2,-1,0.02894135567402889
tracked,2B,3,2,3,-1,-0.04938271604938271
tracked,2B,3,2,4,-1,0.02894135567402889
tracked,2B,3,2,5,-1,0.06798245614035092
tracked,2B,3,2,6,-1,-0.09254498714652959
tracked,2B,3,2,7,-1,-0.04938271604938271
tracked,2B,3,2,8,-1,-0.05985037406483795
tracked,2B,3,2,9,-1,-0.0822722820763957
tracked,2B,3,2,10,-1,0.06764168190127973
tracked,2B,3,2,11,-1,-0.03658536585365857
tracked,2B,3,2,12,-1,-0.10053313023610055
tracked,2B,3,2,13,-1,-0.03658536585365857
tracked,2B,3,2,14,-1,-0.03553299492385764
tracked,2B,3,2,15,-1,0.00959561343385873
tracked,2B,3,2,16,-1,0.02894135567402889
tracked,2B,3,2,17,-1,-0.0685714285714285
tracked,2B,3,2,18,-1,-0.09254498714652959
tracked,2B,3,2,19,-1,-0.05985037406483795
tracked,2B,3,2,20,-1,-0.05985037406483795
tracked,2B,3,2,21,-1,-0.0685714285714285
tracked,2B,3,2,22,-1,-0.03658536585365857
tracked,2B,3,2,23,-1,-0.09254498714652959
tracked,2B,3,2,24,-1,-0.09677419354838701
tracked,2B,3,2,25,-1,0.1033755274261603
tracked,2B,3,2,26,-1,-0.04938271604938271
tracked,2B,3,2,27,-1,-0.03658536585365857
tracked,2B,3,2,28,-1,0.1033755274261603
tracked,2B,3,2,29,-1,-0.08775137111517362
tracked,2B,3,2,30,-1,-0.05985037406483795
tracked,2B,3,2,31,-1,-0.0685714285714285
tracked,2B,3,2,32,-1,-0.0822722820763957
tracked,2B,3,2,33,-1,-0.03057459146020025
tracked,2B,3,2,34,-1,0.12571428571428578
tracked,2B,3,2,35,-1,0.018759018759018642
tracked,2B,3,2,36,-1,-0.03658536585365857
tracked,2B,3,2,37,-1,0.00959561343385873
tracked,2B,3,2,38,-1,0.25073457394711063
tracked,2B,3,2,39,-1,-0.020583190394511064
tracked,2B,3,2,40,-1,0.1838134430727023
tracked,2B,3,2,41,-1,-0.05985037406483795
tracked,2B,3,2,42,-1,-0.09254498714652959
tracked,2B,3,2,0,0,-0.03406813627254501
tracked,2B,3,2,1,0,-0.10256410256410242
tracked,2B,3,2,2,0,-0.09924812030075181
tracked,2B,3,2,3,0,-0.04878048780487809
tracked,2B,3,2,4,0,-0.09924812030075181
tracked,2B,3,2,5,0,-0.023809523809523725
tracked,2B,3,2,6,0,-0.09137055837563435
tracked,2B,3,2,7,0,-0.04878048780487809
tracked,2B,3,2,8,0,0.15270935960591137
tracked,2B,3,2,9,0,0.08510638297872342
tracked,2B,3,2,10,0,-0.08664259927797846
tracked,2B,3,2,11,0,-0.03614457831325302
tracked,2B,3,2,12,0,0.15939849624060154
tracked,2B,3,2,13,0,-0.03614457831325302
tracked,2B,3,2,14,0,0.13827655310621245
tracked,2B,3,2,15,0,-0.10554803788903921
tracked,2B,3,2,16,0,-0.09924812030075181
tracked,2B,3,2,17,0,-0.0677200902934536
tracked,2B,3,2,18,0,0.05414551607445017
tracked,2B,3,2,19,0,-0.059113300492610765
tracked,2B,3,2,20,0,-0.059113300492610765
tracked,2B,3,2,21,0,-0.0677200902934536
tracked,2B,3,2,22,0,-0.03614457831325302
tracked,2B,3,2,23,0,0.05414551607445017
tracked,2B,3,2,24,0,0.17834394904458606
tracked,2B,3,2,25,0,-0.07499999999999996
tracked,2B,3,2,26,0,-0.04878048780487809
tracked,2B,3,2,27,0,-0.03614457831325302
tracked,2B,3,2,28,0,-0.07499999999999996
tracked,2B,3,2,29,0,-0.08664259927797846
tracked,2B,3,2,30,0,-0.059113300492610765
tracked,2B,3,2,31,0,0.12641083521444696
tracked,2B,3,2,32,0,-0.0812379110251451
tracked,2B,3,2,33,0,-0.02913631633714875
tracked,2B,3,2,34,0,-0.0677200902934536
tracked,2B,3,2,35,0,0.019943019943019946
tracked,2B,3,2,36,0,-0.03614457831325302
tracked,2B,3,2,37,0,-0.10554803788903921
tracked,2B,3,2,38,0,-0.0812379110251451
tracked,2B,3,2,39,0,-0.02033898305084758
tracked,2B,3,2,40,0,-0.04878048780487809
tracked,2B,3,2,41,0,-0.059113300492610765
tracked,2B,3,2,42,0,0.05414551607445017
tracked,2B,3,2,0,1,0.050761421319797106
tracked,2B,3,2,1,1,0.018759018759018642
tracked,2B,3,2,2,1,0.15841584158415833
tracked,2B,3,2,3,1,-0.04938271604938271
tracked,2B,3,2,4,1,0.15841584158415833
tracked,2B,3,2,5,1,-0.11842105263157876
tracked,2B,3,2,6,1,0.05312767780634109
tracked,2B,3,2,7,1,-0.04938271604938271
tracked,2B,3,2,8,1,0.15211970074812975
tracked,2B,3,2,9,1,0.08423114593535752
tracked,2B,3,2,10,1,0.06764168190127973
tracked,2B,3,2,11,1,-0.03658536585365857
tracked,2B,3,2,12,1,0.02894135567402889
tracked,2B,3,2,13,1,-0.03658536585365857
tracked,2B,3,2,14,1,-0.03553299492385764
tracked,2B,3,2,15,1,0.00959561343385873
tracked,2B,3,2,16,1,0.02894135567402889
tracked,2B,3,2,17,1,0.32000000000000006
tracked,2B,3,2,18,1,0.05312767780634109
tracked,2B,3,2,19,1,-0.05985037406483795
tracked,2B,3,2,20,1,-0.05985037406483795
tracked,2B,3,2,21,1,0.12571428571428578
tracked,2B,3,2,22,1,0.22256097560975607
tracked,2B,3,2,23,1,-0.09254498714652959
tracked,2B,3,2,24,1,0.17741935483870974
tracked,2B,3,2,25,1,0.1033755274261603
tracked,2B,3,2,26,1,0.1838134430727023
tracked,2B,3,2,27,1,-0.03658536585365857
tracked,2B,3,2,28,1,-0.07594936708860756
tracked,2B,3,2,29,1,0.06764168190127973
tracked,2B,3,2,30,1,-0.05985037406483795
tracked,2B,3,2,31,1,-0.0685714285714285
tracked,2B,3,2,32,1,0.08423114593535752
tracked,2B,3,2,33,1,-0.03057459146020025
tracked,2B,3,2,34,1,-0.0685714285714285
tracked,2B,3,2,35,1,0.018759018759018642
tracked,2B,3,2,36,1,-0.03658536585365857
tracked,2B,3,2,37,1,0.00959561343385873
tracked,2B,3,2,38,1,-0.0822722820763957
tracked,2B,3,2,39,1,-0.020583190394511064
tracked,2B,3,2,40,1,-0.04938271604938271
tracked,2B,3,2,41,1,0.36408977556109723
tracked,2B,3,2,42,1,-0.09254498714652959
tracked,2B,3,2,0,2,-0.12345679012345667
tracked,2B,3,2,1,2,0.01754385964912275
tracked,2B,3,2,2,2,-0.10185185185185186
tracked,2B,3,2,3,2,-0.050000000000000044
tracked,2B,3,2,4,2,-0.10185185185185186
tracked,2B,3,2,5,2,-0.02083333333333326
tracked,2B,3,2,6,2,0.05208333333333337
tracked,2B,3,2,7,2,-0.050000000000000044
tracked,2B,3,2,8,2,-0.06060606060606055
tracked,2B,3,2,9,2,0.25
tracked,2B,3,2,10,2,0.06666666666666665
tracked,2B,3,2,11,2,-0.0370370370370372
tracked,2B,3,2,12,2,-0.10185185185185186
tracked,2B,3,2,13,2,-0.0370370370370372
tracked,2B,3,2,14,2,-0.12345679012345667
tracked,2B,3,2,15,2,-0.10833333333333339
tracked,2B,3,2,16,2,0.02777777777777768
tracked,2B,3,2,17,2,-0.06944444444444442
tracked,2B,3,2,18,2,0.05208333333333337
tracked,2B,3,2,19,2,-0.06060606060606055
tracked,2B,3,2,20,2,0.1515151515151515
tracked,2B,3,2,21,2,0.31944444444444453
tracked,2B,3,2,22,2,-0.0370370370370372
tracked,2B,3,2,23,2,0.05208333333333337
tracked,2B,3,2,24,2,-0.09803921568627438
tracked,2B,3,2,25,2,-0.07692307692307687
tracked,2B,3,2,26,2,-0.050000000000000044
tracked,2B,3,2,27,2,-0.0370370370370372
tracked,2B,3,2,28,2,-0.07692307692307687
tracked,2B,3,2,29,2,0.08333333333333337
tracked,2B,3,2,30,2,0.1515151515151515
tracked,2B,3,2,31,2,0.31944444444444453
tracked,2B,3,2,32,2,-0.07692307692307687
tracked,2B,3,2,33,2,0.14743589743589736
tracked,2B,3,2,34,2,0.1250000000000001
tracked,2B,3,2,35,2,0.01754385964912275
tracked,2B,3,2,36,2,0.2222222222222221
tracked,2B,3,2,37,2,0.008333333333333304
tracked,2B,3,2,38,2,-0.08333333333333326
tracked,2B,3,2,39,2,-0.02083333333333326
tracked,2B,3,2,40,2,0.18333333333333335
tracked,2B,3,2,41,2,-0.06060606060606055
tracked,2B,3,2,42,2,-0.09375
tracked,2B,3,2,0,3,-0.03858185610010434
tracked,2B,3,2,1,3,0.016296296296296253
tracked,2B,3,2,2,3,0.15637216575449575
tracked,2B,3,2,3,3,-0.05063291139240511
tracked,2B,3,2,4,3,0.15637216575449575
tracked,2B,3,2,5,3,0.17243401759530796
tracked,2B,3,2,6,3,-0.09498680738786258
tracked,2B,3,2,7,3,-0.05063291139240511
tracked,2B,3,2,8,3,0.15089514066496168
tracked,2B,3,2,9,3,0.0824120603015075
tracked,2B,3,2,10,3,0.06566604127579734
tracked,2B,3,2,11,3,-0.03750000000000009
tracked,2B,3,2,12,3,0.026583268178264396
tracked,2B,3,2,13,3,0.22187500000000004
tracked,2B,3,2,14,3,-0.12513034410844637
tracked,2B,3,2,15,3,0.0070372976776919005
tracked,2B,3,2,16,3,-0.10320562939796707
tracked,2B,3,2,17,3,-0.07033997655334123
tracked,2B,3,2,18,3,-0.09498680738786258
tracked,2B,3,2,19,3,-0.0613810741687979
tracked,2B,3,2,20,3,-0.0613810741687979
tracked,2B,3,2,21,3,-0.07033997655334123
tracked,2B,3,2,22,3,-0.03750000000000009
tracked,2B,3,2,23,3,0.05101143359718574
tracked,2B,3,2,24,3,0.038079470198675525
tracked,2B,3,2,25,3,-0.07792207792207795
tracked,2B,3,2,26,3,0.18284106891701823
tracked,2B,3,2,27,3,-0.03750000000000009
tracked,2B,3,2,28,3,0.10173160173160167
tracked,2B,3,2,29,3,0.0824120603015075
tracked,2B,3,2,30,3,-0.0613810741687979
tracked,2B,3,2,31,3,-0.07033997655334123
tracked,2B,3,2,32,3,0.10173160173160167
tracked,2B,3,2,33,3,-0.12344342176502421
tracked,2B,3,2,34,3,-0.07033997655334123
tracked,2B,3,2,35,3,0.016296296296296253
tracked,2B,3,2,36,3,-0.03750000000000009
tracked,2B,3,2,37,3,0.0070372976776919005
tracked,2B,3,2,38,3,-0.08442211055276383
tracked,2B,3,2,39,3,-0.02108963093145877
tracked,2B,3,2,40,3,0.18284106891701823
tracked,2B,3,2,41,3,-0.0613810741687979
tracked,2B,3,2,42,3,0.05101143359718574
actual,8B,1,1,0,-2,-0.04672897196261694
actual,8B,1,1,1,-2,-0.05586592178770955
actual,8B,1,1,2,-2,-0.07462686567164178
actual,8B,1,1,3,-2,-0.04672897196261694
actual,8B,1,1,4,-2,-0.06329113924050622
actual,8B,1,1,5,-2,-0.09406657018813314
actual,8B,1,1,6,-2,-0.06329113924050622
actual,8B,1,1,7,-2,0.17877094972067042
actual,8B,1,1,8,-2,-0.06329113924050622
actual,8B,1,1,9,-2,-0.020242914979756943
actual,8B,1,1,10,-2,0.49310344827586206
actual,8B,1,1,11,-2,0.0
actual,8B,1,1,12,-2,0.0
actual,8B,1,1,13,-2,-0.04672897196261694
actual,8B,1,1,14,-2,0.138671875
actual,8B,1,1,15,-2,-0.04672897196261694
actual,8B,1,1,16,-2,-0.05586592178770955
actual,8B,1,1,17,-2,-0.05586592178770955
actual,8B,1,1,18,-2,-0.06944444444444442
actual,8B,1,1,19,-2,-0.06329113924050622
actual,8B,1,1,20,-2,-0.05586592178770955
actual,8B,1,1,21,-2,-0.05586592178770955
actual,8B,1,1,22,-2,-0.035211267605633756
actual,8B,1,1,23,-2,-0.05586592178770955
actual,8B,1,1,24,-2,-0.07462686567164178
actual,8B,1,1,25,-2,0.2149532710280373
actual,8B,1,1,26,-2,-0.020242914979756943
actual,8B,1,1,27,-2,-0.035211267605633756
actual,8B,1,1,28,-2,-0.04672897196261694
actual,8B,1,1,29,-2,-0.05586592178770955
actual,8B,1,1,30,-2,-0.035211267605633756
actual,8B,1,1,31,-2,-0.05586592178770955
actual,8B,1,1,32,-2,-0.05586592178770955
actual,8B,1,1,33,-2,-0.08620689655172398
actual,8B,1,1,34,-2,-0.06329113924050622
actual,8B,1,1,35,-2,-0.05586592178770955
actual,8B,1,1,36,-2,-0.04672897196261694
actual,8B,1,1,37,-2,-0.07462686567164178
actual,8B,1,1,38,-2,-0.04672897196261694
actual,8B,1,1,39,-2,0.0
actual,8B,1,1,40,-2,-0.05586592178770955
actual,8B,1,1,41,-2,-0.035211267605633756
actual,8B,1,1,42,-2,0.10447761194029848
actual,8B,1,1,0,-1,-0.04615384615384621
actual,8B,1,1,1,-1,-0.05517241379310356
actual,8B,1,1,2,-1,-0.0736842105263158
actual,8B,1,1,3,-1,-0.04615384615384621
actual,8B,1,1,4,-1,-0.0625
actual,8B,1,1,5,-1,0.1499999999999999
actual,8B,1,1,6,-1,-0.0685714285714285
actual,8B,1,1,7,-1,-0.05517241379310356
actual,8B,1,1,8,-1,-0.0625
actual,8B,1,1,9,-1,-0.020000000000000018
actual,8B,1,1,10,-1,-0.0851063829787233
actual,8B,1,1,11,-1,0.0
actual,8B,1,1,12,-1,0.0
actual,8B,1,1,13,-1,-0.04615384615384621
actual,8B,1,1,14,-1,-0.02409638554216853
actual,8B,1,1,15,-1,-0.04615384615384621
actual,8B,1,1,16,-1,-0.05517241379310356
actual,8B,1,1,17,-1,-0.05517241379310356
actual,8B,1,1,18,-1,-0.0685714285714285
actual,8B,1,1,19,-1,0.15000000000000002
actual,8B,1,1,20,-1,-0.05517241379310356
actual,8B,1,1,21,-1,-0.05517241379310356
actual,8B,1,1,22,-1,-0.03478260869565197
actual,8B,1,1,23,-1,-0.05517241379310356
actual,8B,1,1,24,-1,-0.0736842105263158
actual,8B,1,1,25,-1,-0.04615384615384621
actual,8B,1,1,26,-1,-0.020000000000000018
actual,8B,1,1,27,-1,-0.03478260869565197
actual,8B,1,1,28,-1,-0.04615384615384621
actual,8B,1,1,29,-1,-0.05517241379310356
actual,8B,1,1,30,-1,-0.03478260869565197
actual,8B,1,1,31,-1,-0.05517241379310356
actual,8B,1,1,32,-1,-0.05517241379310356
actual,8B,1,1,33,-1,-0.0851063829787233
actual,8B,1,1,34,-1,-0.0625
actual,8B,1,1,35,-1,-0.05517241379310356
actual,8B,1,1,36,-1,-0.04615384615384621
actual,8B,1,1,37,-1,-0.0736842105263158
actual,8B,1,1,38,-1,-0.04615384615384621
actual,8B,1,1,39,-1,0.0
actual,8B,1,1,40,-1,-0.05517241379310356
actual,8B,1,1,41,-1,-0.03478260869565197
actual,8B,1,1,42,-1,0.10526315789473684
actual,8B,1,1,0,0,-0.0455927051671734
actual,8B,1,1,1,0,0.17983651226158026
actual,8B,1,1,2,0,-0.07276507276507282
actual,8B,1,1,3,0,-0.0455927051671734
actual,8B,1,1,4,0,-0.061728395061728225
actual,8B,1,1,5,0,0.02961918194640334
actual,8B,1,1,6,0,0.32054176072234764
actual,8B,1,1,7,0,-0.05449591280653965
actual,8B,1,1,8,0,-0.061728395061728225
actual,8B,1,1,9,0,-0.01976284584980248
actual,8B,1,1,10,0,0.06050420168067239
actual,8B,1,1,11,0,0.0
actual,8B,1,1,12,0,0.0
actual,8B,1,1,13,0,-0.0455927051671734
actual,8B,1,1,14,0,-0.022835394862036118
actual,8B,1,1,15,0,-0.0455927051671734
actual,8B,1,1,16,0,-0.05449591280653965
actual,8B,1,1,17,0,-0.05449591280653965
actual,8B,1,1,18,0,-0.0677200902934536
actual,8B,1,1,19,0,0.15061728395061735
actual,8B,1,1,20,0,-0.05449591280653965
actual,8B,1,1,21,0,0.17983651226158026
actual,8B,1,1,22,0,-0.03436426116838498
actual,8B,1,1,23,0,-0.05449591280653965
actual,8B,1,1,24,0,-0.07276507276507282
actual,8B,1,1,25,0,-0.0455927051671734
actual,8B,1,1,26,0,-0.01976284584980248
actual,8B,1,1,27,0,-0.03436426116838498
actual,8B,1,1,28,0,-0.0455927051671734
actual,8B,1,1,29,0,-0.05449591280653965
actual,8B,1,1,30,0,-0.03436426116838498
actual,8B,1,1,31,0,-0.05449591280653965
actual,8B,1,1,32,0,-0.05449591280653965
actual,8B,1,1,33,0,0.06050420168067239
actual,8B,1,1,34,0,0.15061728395061735
actual,8B,1,1,35,0,0.41416893732970017
actual,8B,1,1,36,0,-0.0455927051671734
actual,8B,1,1,37,0,0.2848232848232849
actual,8B,1,1,38,0,-0.0455927051671734
actual,8B,1,1,39,0,0.0
actual,8B,1,1,40,0,0.17983651226158026
actual,8B,1,1,41,0,-0.03436426116838498
actual,8B,1,1,42,0,0.10602910602910609
actual,8B,1,1,0,1,0.21538461538461529
actual,8B,1,1,1,1,0.17931034482758623
actual,8B,1,1,2,1,0.28421052631578947
actual,8B,1,1,3,1,0.21538461538461529
actual,8B,1,1,4,1,0.575
actual,8B,1,1,5,1,0.02857142857142847
actual,8B,1,1,6,1,0.12571428571428578
actual,8B,1,1,7,1,0.17931034482758623
actual,8B,1,1,8,1,0.15000000000000002
actual,8B,1,1,9,1,-0.020000000000000018
actual,8B,1,1,10,1,-0.0851063829787233
actual,8B,1,1,11,1,0.0
actual,8B,1,1,12,1,0.0
actual,8B,1,1,13,1,-0.04615384615384621
actual,8B,1,1,14,1,-0.10602409638554211
actual,8B,1,1,15,1,-0.04615384615384621
actual,8B,1,1,16,1,0.17931034482758623
actual,8B,1,1,17,1,-0.05517241379310356
actual,8B,1,1,18,1,0.12571428571428578
actual,8B,1,1,19,1,-0.0625
actual,8B,1,1,20,1,0.4137931034482758
actual,8B,1,1,21,1,0.17931034482758623
actual,8B,1,1,22,1,0.26086956521739135
actual,8B,1,1,23,1,0.17931034482758623
actual,8B,1,1,24,1,-0.0736842105263158
actual,8B,1,1,25,1,-0.04615384615384621
actual,8B,1,1,26,1,-0.020000000000000018
actual,8B,1,1,27,1,0.26086956521739135
actual,8B,1,1,28,1,0.21538461538461529
actual,8B,1,1,29,1,-0.05517241379310356
actual,8B,1,1,30,1,-0.03478260869565197
actual,8B,1,1,31,1,-0.05517241379310356
actual,8B,1,1,32,1,0.4137931034482758
actual,8B,1,1,33,1,-0.0851063829787233
actual,8B,1,1,34,1,-0.0625
actual,8B,1,1,35,1,0.17931034482758623
actual,8B,1,1,36,1,-0.04615384615384621
actual,8B,1,1,37,1,0.10526315789473684
actual,8B,1,1,38,1,0.21538461538461529
actual,8B,1,1,39,1,0.0
actual,8B,1,1,40,1,0.17931034482758623
actual,8B,1,1,41,1,-0.03478260869565197
actual,8B,1,1,42,1,-0.0736842105263158
actual,8B,1,1,0,2,0.25531914893617025
actual,8B,1,1,1,2,0.2124999999999999
actual,8B,1,1,2,2,-0.06451612903225801
actual,8B,1,1,3,2,-0.042553191489361764
actual,8B,1,1,4,2,0.17877094972067042
actual,8B,1,1,5,2,-0.07692307692307687
actual,8B,1,1,6,2,-0.06060606060606055
actual,8B,1,1,7,2,-0.050000000000000044
actual,8B,1,1,8,2,0.17877094972067042
actual,8B,1,1,9,2,0.38834951456310685
actual,8B,1,1,10,2,-0.07299270072992692
actual,8B,1,1,11,2,0.0
actual,8B,1,1,12,2,0.0
actual,8B,1,1,13,2,-0.042553191489361764
actual,8B,1,1,14,2,0.07968127490039845
actual,8B,1,1,15,2,-0.042553191489361764
actual,8B,1,1,16,2,0.2124999999999999
actual,8B,1,1,17,2,0.2124999999999999
actual,8B,1,1,18,2,0.1515151515151515
actual,8B,1,1,19,2,0.17877094972067042
actual,8B,1,1,20,2,-0.050000000000000044
actual,8B,1,1,21,2,-0.050000000000000044
actual,8B,1,1,22,2,-0.032786885245901676
actual,8B,1,1,23,2,0.2124999999999999
actual,8B,1,1,24,2,-0.06451612903225801
actual,8B,1,1,25,2,0.25531914893617025
actual,8B,1,1,26,2,-0.01941747572815533
actual,8B,1,1,27,2,-0.032786885245901676
actual,8B,1,1,28,2,-0.042553191489361764
actual,8B,1,1,29,2,-0.050000000000000044
actual,8B,1,1,30,2,-0.032786885245901676
actual,8B,1,1,31,2,0.2124999999999999
actual,8B,1,1,32,2,0.2124999999999999
actual,8B,1,1,33,2,0.3868613138686131
actual,8B,1,1,34,2,-0.05586592178770955
actual,8B,1,1,35,2,-0.050000000000000044
actual,8B,1,1,36,2,0.25531914893617025
actual,8B,1,1,37,2,-0.06451612903225801
actual,8B,1,1,38,2,0.25531914893617025
actual,8B,1,1,39,2,0.0
actual,8B,1,1,40,2,0.475
actual,8B,1,1,41,2,0.6557377049180328
actual,8B,1,1,42,2,0.12903225806451613
actual,8B,1,1,0,3,0.25493716337522443
actual,8B,1,1,1,3,-0.05063291139240511
actual,8B,1,1,2,3,-0.06534422403733942
actual,8B,1,1,3,3,0.5529622980251346
actual,8B,1,1,4,3,-0.056577086280056754
actual,8B,1,1,5,3,0.1915584415584416
actual,8B,1,1,6,3,0.15089514066496168
actual,8B,1,1,7,3,0.2120253164556961
actual,8B,1,1,8,3,0.17821782178217815
actual,8B,1,1,9,3,-0.01965601965601982
actual,8B,1,1,10,3,-0.0739371534195934
actual,8B,1,1,11,3,0.0
actual,8B,1,1,12,3,0.0
actual,8B,1,1,13,3,-0.04308797127468589
actual,8B,1,1,14,3,-0.08879919273461145
actual,8B,1,1,15,3,0.25493716337522443
actual,8B,1,1,16,3,0.2120253164556961
actual,8B,1,1,17,3,0.2120253164556961
actual,8B,1,1,18,3,-0.0613810741687979
actual,8B,1,1,19,3,-0.056577086280056754
actual,8B,1,1,20,3,-0.05063291139240511
actual,8B,1,1,21,3,0.2120253164556961
actual,8B,1,1,22,3,0.3112033195020747
actual,8B,1,1,23,3,0.2120253164556961
actual,8B,1,1,24,3,0.1283547257876313
actual,8B,1,1,25,3,-0.04308797127468589
actual,8B,1,1,26,3,-0.01965601965601982
actual,8B,1,1,27,3,-0.03319502074688785
actual,8B,1,1,28,3,-0.04308797127468589
actual,8B,1,1,29,3,-0.05063291139240511
actual,8B,1,1,30,3,-0.03319502074688785
actual,8B,1,1,31,3,0.47468354430379744
actual,8B,1,1,32,3,-0.05063291139240511
actual,8B,1,1,33,3,-0.0739371534195934
actual,8B,1,1,34,3,-0.056577086280056754
actual,8B,1,1,35,3,-0.05063291139240511
actual,8B,1,1,36,3,0.25493716337522443
actual,8B,1,1,37,3,-0.06534422403733942
actual,8B,1,1,38,3,-0.04308797127468589
actual,8B,1,1,39,3,0.0
actual,8B,1,1,40,3,-0.05063291139240511
actual,8B,1,1,41,3,-0.03319502074688785
actual,8B,1,1,42,3,0.1283547257876313
periodic,1B,1,1,0,-2,0.20344827586206904
periodic,1B,1,1,1,-2,-0.07462686567164178
periodic,1B,1,1,2,-2,0.07182320441988943
periodic,1B,1,1,3,-2,-0.04672897196261694
periodic,1B,1,1,4,-2,-0.07905138339920947
periodic,1B,1,1,5,-2,0.1651376146788992
periodic,1B,1,1,6,-2,0.25296442687747034
periodic,1B,1,1,7,-2,-0.07462686567164178
periodic,1B,1,1,8,-2,-0.06329113924050622
periodic,1B,1,1,9,-2,-0.07905138339920947
periodic,1B,1,1,10,-2,0.05862068965517242
periodic,1B,1,1,11,-2,0.0
periodic,1B,1,1,12,-2,0.0
periodic,1B,1,1,13,-2,-0.05586592178770955
periodic,1B,1,1,14,-2,0.04371584699453568
periodic,1B,1,1,15,-2,-0.09406657018813314
periodic,1B,1,1,16,-2,-0.07905138339920947
periodic,1B,1,1,17,-2,-0.05586592178770955
periodic,1B,1,1,18,-2,-0.06944444444444442
periodic,1B,1,1,19,-2,-0.06944444444444442
periodic,1B,1,1,20,-2,-0.06944444444444442
periodic,1B,1,1,21,-2,-0.06329113924050622
periodic,1B,1,1,22,-2,-0.05586592178770955
periodic,1B,1,1,23,-2,-0.0828729281767957
periodic,1B,1,1,24,-2,-0.07462686567164178
periodic,1B,1,1,25,-2,-0.05586592178770955
periodic,1B,1,1,26,-2,0.26056338028169024
periodic,1B,1,1,27,-2,-0.04672897196261694
periodic,1B,1,1,28,-2,-0.06329113924050622
periodic,1B,1,1,29,-2,0.07182320441988943
periodic,1B,1,1,30,-2,-0.020242914979756943
periodic,1B,1,1,31,-2,0.17877094972067042
