exp_subject_id,scram_cond,stim_num,run,response_vals
393267,8B,1,2,19815;35151;53198;68751
393267,2B,3,1,27329;29625;38434;54977;64169
393267,2B,3,2,25819;36955;53043;64555
393267,1B,2,1,13212;15682;23155;25508;27643;31491;34259;55147;72579
393267,1B,2,2,13090;14770;23066;25098;31562;45570;55090;57883;63402;74547;77394
393267,2B,2,1,9268;47948;65541;74636
393267,2B,2,2,18048;18216;50513;65576;73496
393267,intact,2,1,44923;49099
393267,intact,2,2,44999;49215;65720
393267,intact,1,1,35648;53321;67393
393267,intact,1,2,35510;51470;67782
393267,8B,3,1,23896;35607
393267,8B,3,2,20043;34683;50452
393267,1B,1,1,6824;19807;21575;33351;44128;75759
393267,1B,1,2,8948;17621;34749;43508;63173
393267,8B,2,1,17990;34397;56038;67165
393267,8B,2,2,17110;34814;52134;67501
393267,intact,3,1,18272;52096
393267,intact,3,2,18689;51346
393267,2B,1,1,13125;18188;29581;37812;57036;64941;69236;74916;77564
393267,2B,1,2,12721;17113;20713;24865;28544;41553;65041;69176;73184;77152
393263,intact,3,1,19728;52542
393263,intact,3,2,17804;51297
393263,8B,3,1,17154;38621;57458;64770
393263,8B,3,2,19863;45658;50679;62557;71713;71996
393263,2B,2,1,7670;41146;61312;70203
393263,2B,2,2,5751;41147;51814
393263,intact,1,1,18660;35248;63787
393263,intact,1,2,31134;36529;46414;63100
393263,8B,2,1,17309;33130;50833
393263,8B,2,2,17173;28669;35677;51167
393263,1B,3,1,12920;15104;22940;35211;37858;41374;46817;63653
393263,1B,3,2,5606;11883;47237;71226
393263,8B,1,1,18405;35347;54949;69276
393263,8B,1,2,20702;38672;55223;68564
393263,2B,1,1,7771;13164;36126;44519;55251;66452;69980
393263,2B,1,2,5067;13906;21023;30039;45460;54875;66163
393263,1B,2,1,18177;43470;59807;69423
393263,1B,2,2,14151;18179;28973;45789;59825;70837
393263,intact,2,1,19541;21368;27957;29559;34318;46192;65910
393263,intact,2,2,10233;25036;36103;45323;49659;66307
393263,1B,1,1,19535;31608;43727;66602;80223
393263,1B,1,2,6693;13920;32836;43249;65701;79669
393263,2B,3,1,18079;32850;54239
393263,2B,3,2,5617;20749;32875;38527;63322
393251,1B,3,1,12044;14991;22140;26986;30266;41862;47473;57363;72284
393251,1B,3,2,7118;15191;58499
393251,8B,1,1,35930;69003
393251,8B,1,2,20766;37263;69348
393251,2B,3,1,19920;28073;53530
393251,2B,3,2,26113;59120
393251,1B,2,1,45619;61601
393251,1B,2,2,1578
393251,intact,2,1,9163
393251,intact,2,2,
393251,2B,2,1,
393251,2B,2,2,7992
393251,intact,1,1,40212;68472
393251,intact,1,2,35279
393251,8B,3,1,14188;53770
393251,8B,3,2,21095;51837
393251,1B,1,1,6805;24343;38845;61629
393251,1B,1,2,5959;15344;56399
393251,8B,2,1,0109;36202
393251,8B,2,2,24067
393251,2B,1,1,
393251,2B,1,2,15218;47261
393251,intact,3,1,18564;51039
393251,intact,3,2,19444;51609
393232,2B,2,1,5392;44824;65312
393232,2B,2,2,6585;45433;64985
393232,8B,3,1,50090;62042
393232,8B,3,2,49280;61383
393232,intact,3,1,18159;50784
393232,intact,3,2,16962;51354
393232,1B,3,1,5203;11114;15434;19482;28131;34979;46667;56923;65027;71587
393232,1B,3,2,4801;10249;15521;25025;34113;46705;57097;69441
393232,intact,1,1,35283;67388
393232,intact,1,2,34953;67297
393232,8B,2,1,17062;33006;50614;65358
393232,8B,2,2,16943;33087;51079;65214
393232,2B,1,1,5639;19223;25070;29718;37197;46647;56742;66094;69134;72518;80190
393232,2B,1,2,4575;9095;12695;17934;20767;26750;29119;40583;48959;56983;64671;70272;73088;77231
393232,1B,2,1,17515;27860;35588;45532;55244;62851;72931
393232,1B,2,2,10309;17526;29613;38285;49030;61318;78493
393232,8B,1,1,20768;35136;45184;69647
393232,8B,1,2,18854;35111;43702;47855;68567
393232,2B,3,1,5099;12715;20627;27043;33066;40635;53131;57010
393232,2B,3,2,5120;12673;20409;25400;30368;33017;43297;53224;56905
393232,1B,1,1,5170;15066;27874;34186;38986;43706;47266;55770;79906
393232,1B,1,2,5186;15554;20226;29963;33970;38475;44602;46826;79929
393232,intact,2,1,9040;45935;51615
393232,intact,2,2,11576;45160
393275,8B,3,1,17932;28588;49314;63674
393275,8B,3,2,23726;32290;36598;49929;62923;72019
393275,2B,2,1,5633;11385;30998;44992
393275,2B,2,2,39829;66036
393275,intact,3,1,16649;47180
393275,intact,3,2,18249;51128
393275,intact,1,1,14756;30518;45355;62471;73899
393275,intact,1,2,14263;62612
393275,1B,3,1,16199;34445;47975;64425;71415
393275,1B,3,2,7033;9352;13650;20270;47187;63662;79713
393275,8B,2,1,17881;28134;34553;41772;52094;55314
393275,8B,2,2,17143;25031;33042;77573
393275,8B,1,1,14960;22345;37656;44458;63068;71108;80939
393275,8B,1,2,14815;34650;44605;47404;62392;68818
393275,2B,1,1,14864;22344;28918;41191;52541;61985;65222;70409
393275,2B,1,2,3234;5466;9369;11713;13479;16923;20663;24722;28647;35101;41029;45053;61603
393275,1B,2,1,16804;35655;37903;44907;56088;61494
393275,1B,2,2,35347;39884;45211;55670;61010;75040
393275,2B,3,1,6208;12927;21865;26622;32858;35660;48115;53938
393275,2B,3,2,5631;19495;33137;43077;46914;54416;58142;67391;73342;78589
393275,1B,1,1,6483;16068;31995;40169;42991;58581;64908
393275,1B,1,2,4938;14914;36512;38851;39056;43229;47969
393275,intact,2,1,11268;50119
393275,intact,2,2,11371;45482;49231
393254,1B,3,1,13575;16464;36119;48887;72547
393254,1B,3,2,13437;16213;34937;70916
393254,intact,1,1,16641;34455;68369
393254,intact,1,2,34376;66677
393254,2B,3,1,6474;20003;27023;62251
393254,2B,3,2,8554;13697;19749;26051;35805;57790
393254,8B,3,1,13284;16732;33313;48592
393254,8B,3,2,16425;32043;47965
393254,intact,2,1,13965;45625;48065
393254,intact,2,2,26345;47781
393254,1B,2,1,17806;44550
393254,1B,2,2,17880;44259
393254,8B,2,1,30078
393254,8B,2,2,17380;30276;59169
393254,2B,1,1,23849;29955
393254,2B,1,2,14424;58308
393254,intact,3,1,17902;48342;82783
393254,intact,3,2,17248;48084;82825
393254,8B,1,1,25880;64016;68909
393254,8B,1,2,36324;66933
393254,1B,1,1,6992;15951;34935;70015
393254,1B,1,2,5502;15186;42901;65181
393254,2B,2,1,27171;41338;46011;53468;71512
393254,2B,2,2,303;27038;41646;47834;63335;70167
393253,intact,3,1,
393253,intact,3,2,
393253,2B,2,1,0513
393253,2B,2,2,0273
393253,8B,3,1,
393253,8B,3,2,
393253,1B,3,1,
393253,1B,3,2,
393253,8B,2,1,437
393253,8B,2,2,3537
393253,intact,1,1,
393253,intact,1,2,36123
393253,8B,1,1,8780
393253,8B,1,2,0331
393253,2B,1,1,
393253,2B,1,2,
393253,1B,2,1,
393253,1B,2,2,
393253,2B,3,1,18776;25776;81704
393253,2B,3,2,19693;25597;81500
393253,intact,2,1,50597
393253,intact,2,2,49524
393253,1B,1,1,4833;14593
393253,1B,1,2,15159
393252,intact,3,1,20554;56273
393252,intact,3,2,20089;53658
393252,2B,1,1,6867;17786;29618;42355;66755;69670;73807;77833
393252,2B,1,2,5606;15962;22789;45455;65946;74971
393252,8B,2,1,18480;35724;67136
393252,8B,2,2,17811;33683;66356
393252,2B,2,1,47241;66780;70075
393252,2B,2,2,18951;52136;77597
393252,8B,1,1,19723;70510
393252,8B,1,2,54684;76999
393252,1B,3,1,32276;47909;54597
393252,1B,3,2,24107;48615;71256
393252,intact,1,1,38736
393252,intact,1,2,37248;69024
393252,2B,3,1,59228
393252,2B,3,2,15443;56303
393252,1B,1,1,6626;18262;45931
393252,1B,1,2,7765;48664
393252,intact,2,1,50319
393252,intact,2,2,50745
393252,1B,2,1,27959
393252,1B,2,2,10850;27603
393252,8B,3,1,63852
393252,8B,3,2,62971
393247,intact,3,1,17891;46771;50882;66364
393247,intact,3,2,18284;35404;50908
393247,8B,3,1,10693;22397;28548;34053;48414;68877
393247,8B,3,2,28386;32393;48386;61066;71371
393247,2B,2,1,9114;13177;18305;25330;29137;38386;44329;52746;64569;70065
393247,2B,2,2,5508;12899;28419;32202;44523;64843;68779
393247,1B,3,1,6562;11201;16361;22706;34706;38617;54250;70626
393247,1B,3,2,7114;11682;12866;16834;20491;34435;54531;70475
393247,intact,1,1,18705;34929;46449;67313
393247,intact,1,2,14526;30694;34566;50398;64502;66733
393247,8B,2,1,17132;32363;43435;51611;76531
393247,8B,2,2,16794;26345;32266;40706;49450
393247,8B,1,1,46710;51581;80694
393247,8B,1,2,18666;34682;47043;68418
393247,2B,1,1,5596;7451;12195;14491;17036;20788;28732;36915;44716;57172;65771
393247,2B,1,2,4992;7175;13359;29000;34768;44552;52583;57200;65048
393247,1B,2,1,17507;24701;45059;49451;60763;69163;79323
393247,1B,2,2,10315;17275;24491;39196;45539;48970;51051;61051;67267;73411;78939
393247,1B,1,1,5663;16431;33207;47623;75407
393247,1B,1,2,6404;16524;27228;33371;43237;60404;75172
393247,intact,2,1,9096;38777;50161
393247,intact,2,2,12915;20416;42913;45128;65953
393247,2B,3,1,5558;29420;33708;47218;57564;65108
393247,2B,3,2,13142;22389;27605;33165;47181;57254
393249,1B,3,1,22436;33645;40922;51069;61310;71822
393249,1B,3,2,1764;10166;22366;28625;42154;57078;73308
393249,intact,1,1,4637;13230;31172;41598;48894;58049;64736;71174;78604
393249,intact,1,2,6518;15661;30062;44003;68382
393249,2B,3,1,687;6891;14093;19820;25755;37857;54726;58985
393249,2B,3,2,1705;25545;39136;53655;59766;64711;73173;81530
393249,intact,2,1,
393249,intact,2,2,762;7922;11065;13453;21525;29785;33232;38950;44920;49735;53291;57829;62100;65248;69113;76145;79662
393249,8B,3,1,
393249,8B,3,2,
393249,1B,2,1,
393249,1B,2,2,
393249,intact,3,1,2120
393249,intact,3,2,
393249,2B,1,1,5618;14468;30875;42136;67004
393249,2B,1,2,4320;17910;30730;47198;55721
393249,8B,2,1,12476;24383;34217;69222;79831
393249,8B,2,2,18258;28755;34501;51604
393249,1B,1,1,6533;15507;33574;40573;48260;57761;62419;69543;76408
393249,1B,1,2,7514;15611;51811;62186;76033
393249,8B,1,1,15777;29283;63766;76303
393249,8B,1,2,19104;54014;69794
393249,2B,2,1,6631;12867;25047;46207;50656;68867;78407
393249,2B,2,2,6460;12363;24998;46056;53994;65303;69498
393245,intact,1,1,30665;52970;65719
393245,intact,1,2,32227;65338
393245,1B,3,1,19152;38618;56472
393245,1B,3,2,18488;54936;63248
393245,2B,3,1,26794;34192;48347;64448
393245,2B,3,2,15128;43083;52777;64005
393245,intact,2,1,25503;42028;49048;66084
393245,intact,2,2,23805;39243;49614
393245,8B,3,1,20104;34105;57549;74852
393245,8B,3,2,18790;33062;48816;62211;75636
393245,1B,2,1,17569;40054;53066;74349
393245,1B,2,2,17433;38553;63083
393245,2B,1,1,17988;36499;44894;57263
393245,2B,1,2,26070;38768;57239
393245,8B,2,1,19005;33918;65954
393245,8B,2,2,23287;45893;53727;69789;70097
393245,intact,3,1,19537;50967;72706
393245,intact,3,2,19587;50941;78783
393245,2B,2,1,17691;37042;68330
393245,2B,2,2,36699;51171;65524
393245,8B,1,1,43571;71540
393245,8B,1,2,19601;57660;68607
393245,1B,1,1,29720
393245,1B,1,2,21727;26629
393246,1B,3,1,18915;27706;43194;45408;46250;48572;51301;52201;52524;52810;55468;63888;75047
393246,1B,3,2,16947;19915;35417;54903;57073;57965;80138
393246,2B,3,1,20198;57211;65086;79204
393246,2B,3,2,3915;20223;30200;38632;60693
393246,8B,1,1,21356;37127;55445;68717
393246,8B,1,2,20118;35498;68713
393246,1B,2,1,6098;17854;31689;51618;77612
393246,1B,2,2,20781;33041;48403;57478
393246,intact,2,1,10596;28625;45110;50519;67588
393246,intact,2,2,11226;43003;44901;49326;70090
393246,2B,2,1,39370;46889;63804
393246,2B,2,2,7546;39256;64587
393246,1B,1,1,24380;35176;46030;63357
393246,1B,1,2,26310;34903;51313;77682
393246,intact,1,1,40793;54577;68600
393246,intact,1,2,5711;35083;45282;67485
393246,8B,3,1,18358;33006;49378
393246,8B,3,2,17771;32273;49653;63191
393246,2B,1,1,30590;39198;59308
393246,2B,1,2,31467;38359;57231
393246,intact,3,1,12170;19987;34387;50747;64248
393246,intact,3,2,11379;11559;18111;52128;62106;67414;72822
393246,8B,2,1,5705;12137;15419;18622;24090;26955;30837;35550;51271;65322;66249;71631;80004
393246,8B,2,2,17097;33337;52058;67018;78836
393244,intact,3,1,15381;29253;49862;78376
393244,intact,3,2,16826;17393;18795;42465;47501;61171;61453
393244,2B,1,1,29714;61674
393244,2B,1,2,29216;36453;64308
393244,8B,2,1,17412;52677
393244,8B,2,2,30751
393244,8B,1,1,19153;23392;35951;68333
393244,8B,1,2,13371;32958;67420
393244,2B,2,1,5729;18569;32001;32629;39529;62409
393244,2B,2,2,20478;31925;42591
393244,1B,3,1,16574;30571;44586;65177;80723
393244,1B,3,2,10672;28366;52800;74399
393244,2B,3,1,8812;19851;26049;50766;80899
393244,2B,3,2,1975;12909;19200;37498;48484;70790;81596
393244,1B,1,1,13141;22800;24458;42732;56462;68537
393244,1B,1,2,5770;15328;44760;54489;70607;71268
393244,intact,1,1,14683;20556;35077;51408;61505
393244,intact,1,2,16694;24778;30332;42495;52369;62323
393244,intact,2,1,45441;66889
393244,intact,2,2,45199
393244,8B,3,1,48513
393244,8B,3,2,6309;30747;48539
393244,1B,2,1,4481
393244,1B,2,2,
393242,2B,3,1,4764;7137;11601;14594;20291;24921;30137;32587;35354;40810;44059;46841;50209;53297;56788;76996
393242,2B,3,2,3201;12855;26570;28943;32375;34439;36640;40536;44704;48561;50927;54519;56543;60297;64967;67568;70395;77359;78759
393242,1B,3,1,15296;21342;22838;26720;28942;31110;36854;41846;47534;51622;55206;60344;66206;69790;70944;75342
393242,1B,3,2,5261;7275;9531;12563;14643;17013;19795;20803;25043;28949;32507;34891;37091;41053;46763;53053;70565;73739;76387;79123
393242,8B,1,1,13581;14955;20931;28316;34611;44797;52371;61381;63371;68819
393242,8B,1,2,13264;18830;29392;34966;43360;54216;62822;68776;84320
393242,2B,2,1,29568;31287;46049;69001
393242,2B,2,2,30948;52837;69238
393242,1B,2,1,6680;16947;24377;33267;43137;47977;54617;62122;68368;72715;77841;78864
393242,1B,2,2,6820;9914;15531;17220;23410;32340;39946;48693;56898;70348
393242,intact,2,1,9159;44903;65519;74701
393242,intact,2,2,49431;68359
393242,1B,1,1,4985;7207;13127;15345;21175;23127;27128;30999;36935;38921;43111;53241;55327;59431;64505
393242,1B,1,2,4676;6516;10806;13060;15060;18988;21174;24708;36862;42892;46764;55262;64484;72582
393242,8B,3,1,9875;13346;17346;27556;38748;43858;48746;56924;65306;72316
393242,8B,3,2,5749;16581;29117;49070;65101;77133
393242,intact,1,1,15044;21266;30932;37346;45444;62754;67146
393242,intact,1,2,14778;19383;32738;35191;45538;61440;66864
393242,2B,1,1,5367;12979;20623;20739;23059;29091;35055;39035;45256;53507;58311;65091;69412;72955
393242,2B,1,2,5414;12601;17062;20984;23216;28884;35168;44820;57074;64992;70274;72688;77808
393242,intact,3,1,10364;18519;29579;34471;46836;52127;62259;67607;82564
393242,intact,3,2,11167;22290;29798;36946;47786;51150;60998;68246;77434;82294
393242,8B,2,1,17517;32723;42000;66243
393242,8B,2,2,17257;33163;42942;50306;59374;67031;78419
393241,intact,3,1,13862;33423;53422;67174
393241,intact,3,2,20953;43753;63633;80177
393241,2B,2,1,24564
393241,2B,2,2,12930;44889;71080
393241,8B,3,1,33755;70791
393241,8B,3,2,23752;49336;65569
393241,1B,3,1,20291;48509;70097
393241,1B,3,2,21431;74810
393241,8B,2,1,24059;40354;53195;62666
393241,8B,2,2,22864;50907
393241,intact,1,1,15195;48957;72460
393241,intact,1,2,25188;51949
393241,8B,1,1,15761;22175;34960;54692;73498
393241,8B,1,2,23724;40950;69456
393241,1B,2,1,25994;45070;61789
393241,1B,2,2,14027;29050
393241,2B,1,1,23280;43034;57376;74802
393241,2B,1,2,19764;34645;64698
393241,1B,1,1,5434;23927;36692;52148;67591
393241,1B,1,2,21430;46894;67946
393241,intact,2,1,24543;49027
393241,intact,2,2,39786;51958
393241,2B,3,1,19875;34484;54495;71928
393241,2B,3,2,28571;42677;54565;64374;77245
393240,2B,1,1,3178;13593;22857;29050;35745;43569;53721;66113
393240,2B,1,2,7308;18972;29036;38132;56501;65564;72085
393240,8B,2,1,17069;28381;34189;41157;50197;77333;80197
393240,8B,2,2,20439;32855;39367;48351;64823;76519
393240,intact,3,1,10706;16953;34137;50658;64690;66906;82498
393240,intact,3,2,16526;35527;47503;51311;60039;82319
393240,2B,2,1,6221;9669;24109;38165;53445;63733;77805
393240,2B,2,2,10192;20631;25927;29175;38663;44839;61335;74935;75519
393240,1B,3,1,5444;17388;34108;47420;69972;71924;77708
393240,1B,3,2,5140;9068;15708;29940;53788;63996;71180
393240,8B,1,1,19445;34501;45117;66628
393240,8B,1,2,18134;34263;54094;67143
393240,intact,1,1,13427;18171;29259;35155;43059;50883;61899;66875
393240,intact,1,2,18179;34411;43907;50411;63147;66483
393240,2B,3,1,7244;14020;20284;25268;33812;45100;53572;57556;62532;72268;80676
393240,2B,3,2,5772;9500;13540;18156;24532;32356;48476;53148;57372;63404;72340;81164
393240,1B,1,1,5185;14953;34737;43505;47793;59025;74225
393240,1B,1,2,4611;14507;24747;35131;42891;59308;75619
393240,1B,2,1,11384;30671;44343;60311;73903
393240,1B,2,2,13194;29022;40290;44362;56362;61578;70626;74338
393240,8B,3,1,12560;17280;32576;43312;48344;63144;70991
393240,8B,3,2,679;12959;32447;48431
393240,intact,2,1,8610;24298;44434;48946;65202
393240,intact,2,2,9197;19493;24989;45077;49244;65165
393239,8B,1,1,20005;59955;69022
393239,8B,1,2,22286;67740
393239,2B,3,1,33534;57207;79312
393239,2B,3,2,14227;64072
393239,1B,3,1,11486;52697;72250
393239,1B,3,2,20244;41555;54910;75562
393239,1B,2,1,16962;33544;61918
393239,1B,2,2,36388;66488;75275
393239,intact,2,1,9964;32350;46769;51375;74142
393239,intact,2,2,48931
393239,2B,2,1,20741;63380
393239,2B,2,2,26217;44409;53635;69361
393239,1B,1,1,6550;16302;58758
393239,1B,1,2,5168;15630;35720
393239,8B,3,1,16203;76442
393239,8B,3,2,45426;57173;63764
393239,intact,1,1,35574;41056
393239,intact,1,2,22081;33939
393239,2B,1,1,5213;7386;13745;30087;38621;47800;66217
393239,2B,1,2,28774;37909;53750
393239,8B,2,1,19579;60062
393239,8B,2,2,18949;21852;33335;77408
393239,intact,3,1,28561
393239,intact,3,2,17733;35741
393236,intact,3,1,607;11690;18008;33072;50242;76188
393236,intact,3,2,16721;34224;49708;60606;81327
393236,8B,3,1,6515;14743;28463;33219;44340;51106;55771;60918;66878;74988
393236,8B,3,2,10146;17667;27190;32855;42120;51119;57251;59488;68096;75470
393236,2B,2,1,4585;9526;12741;24499;28956;32623;37226;47983;54052;61259;64881;68820;77185
393236,2B,2,2,4470;20560;24527;28538;36344;44196;54244;64799;70348;77058
393236,8B,2,1,16532;25092;32482;48807;64981;76625
393236,8B,2,2,4564;16514;24502;33835;40591;64832;77593
393236,1B,3,1,4854;6982;10835;12809;15928;18648;20575;23282;26253;29273;32508;37003;41581;46541;49228;53004;56772;61304;70419;80214
393236,1B,3,2,612;4953;13272;16178;20562;26047;35115;43231;51334;58110;63727;70488
393236,intact,1,1,696;14464;20740;30457;34697;43463;46667;50092;54038;62258;66470;74287
393236,intact,1,2,4638;14036;18182;30073;34320;42546;50144;62062;66334;72427
393236,1B,2,1,5351;12541;16776;21229;24526;28309;37071;44720;49588;53017;59115;66122;76852
393236,1B,2,2,2745;8645;12811;16498;21561;27792;33009;40580;48361;55613;61070;66645;72593;77542
393236,8B,1,1,14511;18253;34095;43935;51185;62486;80504
393236,8B,1,2,17588;35207;46049;54258;64249;69123;80424
393236,2B,1,1,4559;9045;12597;17032;21463;26036;28882;37320;42536;52293;57589;64565;72709
393236,2B,1,2,3005;4793;8526;16592;20761;24901;29080;34895;40867;45962;54343;57573;64775;68492;73487;77234
393236,intact,2,1,8336;10543;15100;22509;30514;39376;44275;51311;54805;60605;66743
393236,intact,2,2,3102;10931;18322;23305;36925;46894;52562;65297
393236,1B,1,1,5122;9622;18211;31836;38623;44010;48574;60056;67313;74467
393236,1B,1,2,4953;12246;30054;38065;46559;51190;57125;62168;67713;78614
393236,2B,3,1,4516;7083;12562;15483;26158;32378;41104;46649;50453;53097;56439;63002;72335;77380
393236,2B,3,2,4507;7094;12561;17121;24393;28638;32665;40973;47238;52956;56851;63043;69688
393233,8B,2,1,19205;25182;34102;56054;65671;77136
393233,8B,2,2,22950;28126;33934;51175
393233,2B,1,1,3646;8126;14102;17846;22958;24662;28534;37454;41166;49846;57469;65318;73702
393233,2B,1,2,15155;17227;21907;24747;28755;37244;57189;66076;68917;74293;77069
393233,intact,3,1,22045;37645;53086;61270
393233,intact,3,2,20828;35627;52301;62452;69100
393233,1B,3,1,5748;9724;9788;52253;70701;74709;76709
393233,1B,3,2,1526;9414;11150;12654;14558;17534;18998;21038;22743;25150;26854;28726;30630;32430;35039;36911;38727;42759;45631;46863;52711;55583;57159;71119
393233,8B,1,1,19255;36335;71151
393233,8B,1,2,22440;35368
393233,2B,2,1,5902;9846;13358;49287;65432
393233,2B,2,2,5407;17639;39263;48287;65159;76087
393233,1B,1,1,9405;14652;27821;44398;58005
393233,1B,1,2,10790;43614;62166
393233,intact,1,1,36284;55741;67645
393233,intact,1,2,38216;55704;58408;68169
393233,2B,3,1,8210;18273;30010;43354;55658;61042;72778
393233,2B,3,2,9204;15187;17628;24148;44804;52461;77869
393233,intact,2,1,9199;13751;19671;37591;49223
393233,intact,2,2,9607;13686;49630
393233,8B,3,1,1154;15401;33098;49547;62859;72155
393233,8B,3,2,17296;32816;49232
393233,1B,2,1,27641;39682;59714;66066;73626
393233,1B,2,2,8699;15315;39196;49332;71836
393231,intact,1,1,
393231,intact,1,2,40017
393231,1B,3,1,39073
393231,1B,3,2,74795
393231,2B,3,1,20037;25338
393231,2B,3,2,5167
393231,intact,2,1,2439
393231,intact,2,2,
393231,1B,2,1,
393231,1B,2,2,3669;63425
393231,8B,3,1,
393231,8B,3,2,
393231,8B,2,1,51658
393231,8B,2,2,30552
393231,intact,3,1,19542
393231,intact,3,2,18109
393231,2B,1,1,8048
393231,2B,1,2,271
393231,8B,1,1,
393231,8B,1,2,
393231,2B,2,1,
393231,2B,2,2,
393231,1B,1,1,455;15774
393231,1B,1,2,4521;15455
393230,8B,1,1,20688;34813;35576;68493
393230,8B,1,2,18617;35253;68725
393230,2B,3,1,20002;20172;26159;53520;74684
393230,2B,3,2,20918;26310;65173
393230,1B,3,1,12946;17721;33046;34846;48130;69866
393230,1B,3,2,16662;47198;57209;64577
393230,1B,2,1,18032;52763;57736;61245;78189
393230,1B,2,2,7942;9218;13890;25113;34009;43453;46252;62737
393230,intact,2,1,28164;45756;48886
393230,intact,2,2,43587;45746;49017
393230,2B,2,1,7677;45164;59267;64893;75720
393230,2B,2,2,9113;25529;39281;52561;79904
393230,1B,1,1,6803;16201;43203;60873;77051
393230,1B,1,2,5737;19005;42643;65725
393230,intact,1,1,34959;66934
393230,intact,1,2,39778;66849
393230,8B,3,1,16781;39388;48997
393230,8B,3,2,32931;49214
393230,intact,3,1,19814;35013;51024
393230,intact,3,2,17995;51817
393230,8B,2,1,17014;34456;52574;68688
393230,8B,2,2,16586;26634;34147;51449
393230,2B,1,1,0541;57576;70172
393230,2B,1,2,25218;31133;41952;57157;77975
393229,2B,1,1,13142;30782;56782
393229,2B,1,2,8085;22949;30228;57061
393229,intact,3,1,16819;50540
393229,intact,3,2,16579;50355
393229,8B,2,1,22810;42146;55433
393229,8B,2,2,20153;53969
393229,8B,1,1,20013;68461
393229,8B,1,2,21040;39312;68168
393229,2B,2,1,0545;65313
393229,2B,2,2,6338;64691
393229,1B,3,1,
393229,1B,3,2,8714;34858;69554
393229,intact,1,1,66999
393229,intact,1,2,34401;66521
393229,2B,3,1,10436;20172;26724
393229,2B,3,2,9895;19959;26295;63424
393229,1B,1,1,6827;15147
393229,1B,1,2,4737;15217;69817
393229,intact,2,1,48758
393229,intact,2,2,45420
393229,8B,3,1,32632;48392;72751
393229,8B,3,2,32000;47703;71535
393229,1B,2,1,5588
393229,1B,2,2,18100;42084;73604
393227,2B,3,1,5178;9561;14970;22042;26954;33034;36506;41010;44674;49874;53434;57394;67834;73610
393227,2B,3,2,8740;24716;38612;40876;45556;53348;66044;69205;76525
393227,intact,1,1,19102;35062;45710;51614;64126;67758;73622
393227,intact,1,2,20028;21731;37660;43668;44379;48580;50772;61244;63188;75076
393227,1B,3,1,4942;14590;17230;32382;35558;44934;51134;55750;65934;74070;76422
393227,1B,3,2,16594;34546;38345;56762;59962;62345;76610
393227,1B,2,1,16057;30297;43241;46337;53657;78065
393227,1B,2,2,7330;14138;15442;17930;20930;24010;25186;32370;39394;47106;59698;65466;69858;73026;74434;77778
393227,intact,2,1,10120;15760;33832;40168;43536;49440;59872;67176
393227,intact,2,2,13505;27537;39705;45825;54473;70297
393227,8B,3,1,6355;17978;29410;33114;48538;61538;71778
393227,8B,3,2,7885;18949;28085;33309;43005;49525;61133
393227,intact,3,1,20246;35414;47542;51438;66926
393227,intact,3,2,18141;41149;60597;68733;78461
393227,8B,2,1,16965;24973;33141;43501;51805;60965;71806;76717
393227,8B,2,2,17182;28078;33478;44551;52182;65127;76959
393227,2B,1,1,12846;18902;20822;25014;30966;38606;53838;56894;65110;69294;74766
393227,2B,1,2,7488;10280;12744;15912;20728;25000;29176;35904;49248;53664;57232;72296
393227,1B,1,1,29406;46398;70014
393227,1B,1,2,5007;5791;14631;15175;27135;31871;38959;43063;47383;56591
393227,2B,2,1,7195;45954;66114
393227,2B,2,2,7372;8980;15724;45885;79172
393227,8B,1,1,17782;18733;23405;37158;44365;48158;68566
393227,8B,1,2,18817;35096;55848
