exp_subject_id,Task_Name,space_press1,space_press2
377685,intact_1,"""times=1645558718583;1645558788426---values=;69829""","""times=1645558718583;1645558848795;1645558876353---values=;48220;75778"""
377685,1B_3,"""times=1645558520062;1645558544544;1645558575580---values=;24463;55499""","""times=1645558520062;1645558616339;1645558676951---values=;11370;71982"""
377685,1B_2,"""times=1645558260618;1645558266606;1645558280706;1645558302780;1645558329236---values=;5967;20067;42141;68597""","""times=1645558260618;1645558368372;1645558375878;1645558387953;1645558401402;1645558412613---values=;24274;31780;43855;57305;68516"""
377685,8B_1,"""times=1645558073656;1645558126327---values=;52650""","""times=1645558073656;1645558202226;1645558216082;1645558227624;1645558233924---values=;40653;54509;66051;72351"""
377685,2B_1,"""times=1645557901934;1645557923706;1645557942048;1645557970786---values=;21747;40089;68827""","""times=1645557901934;1645558029431---values=;44045"""
377685,1B_1,"""times=1645557690011;1645557694868;1645557700747;1645557709004;1645557723252;1645557730290;1645557738551;1645557746850;1645557763206---values=;4839;10718;18975;33223;40261;48522;56820;73177""","""times=1645557690011;1645557779810;1645557795959;1645557805035;1645557817714;1645557838305---values=;6381;22530;31606;44284;64876"""
377685,2B_3,"""times=1645557514275;1645557519554;1645557530388;1645557537716;1645557546116;1645557561856;1645557575881---values=;5259;16093;23421;31821;47561;61586""","""times=1645557514275;1645557610451;1645557617837;1645557620542;1645557631278;1645557658348;1645557663991;1645557674797---values=;11224;18610;21315;32050;59121;64763;75570"""
377685,intact_2,"""times=1645557342274;1645557382336;1645557393002---values=;40043;50709""","""times=1645557342274;1645557460845;1645557469241;1645557477790---values=;35139;43535;52084"""
377685,practice_task,"""times=1645557134602;1645557152381;1645557176225---values=21690;39470;63314""","""times=1645557220506;1645557236326;1645557245222---values=38624;54444;63340"""
377678,intact_3,"""times=1645559321826;1645559328895;1645559339229;1645559350232;1645559357045;1645559370687;1645559382924;1645559388170;1645559399973---values=;7067;17401;28404;35217;48859;61096;66342;78145""","""times=1645559321826;1645559418806;1645559426182;1645559441065;1645559444832;1645559455507;1645559459271;1645559473742;1645559480202;1645559489398---values=;10649;18025;32908;36675;47350;51114;65585;72045;81241"""
377678,2B_1,"""times=1645559145976;1645559149889;1645559155247;1645559160770;1645559165065;1645559170010;1645559176119;1645559186097;1645559192290;1645559198026;1645559203748;1645559204179;1645559215163;1645559221441---values=;3910;9268;14791;19086;24031;30140;40118;46311;52047;57769;58200;69184;75462""","""times=1645559145976;1645559233250;1645559239173;1645559248015;1645559254632;1645559259912;1645559269466;1645559285817;1645559296680;1645559304536;1645559309202---values=;3892;9815;18657;25274;30554;40108;56459;67322;75178;79844"""
377678,8B_2,"""times=1645558975279;1645558993541;1645559003811;1645559011954;1645559019862;1645559025172;1645559041487;1645559052093---values=;18260;28530;36673;44581;49891;66206;76812""","""times=1645558975279;1645559075438;1645559090026;1645559103318;1645559108480;1645559125702;1645559132921---values=;16779;31367;44659;49821;67043;74262"""
377678,8B_1,"""times=1645558724448;1645558741365;1645558746547;1645558752827;1645558759399;1645558766708;1645558773367;1645558779448;1645558788535;1645558794478;1645558806865---values=;16914;22096;28376;34948;42257;48916;54997;64084;70027;82414""","""times=1645558724448;1645558828462;1645558834089;1645558841100;1645558847212;1645558859497;1645558875527;1645558881429---values=;16182;21809;28820;34932;47217;63247;69149"""
377678,1B_3,"""times=1645558526230;1645558531389;1645558537903;1645558543379;1645558558806;1645558567476;1645558573862;1645558582929;1645558589005;1645558596288;1645558603111---values=;5156;11670;17146;32573;41243;47629;56696;62772;70055;76878""","""times=1645558526230;1645558616982;1645558623247;1645558627707;1645558641333;1645558646831;1645558657327;1645558668457;1645558673623;1645558681593---values=;5891;12156;16616;30242;35740;46236;57366;62532;70502"""
377678,2B_2,"""times=1645558356222;1645558362789;1645558366133;1645558374444;1645558380736;1645558388851;1645558393740;1645558401471;1645558406483;1645558420682;1645558435335---values=;6563;9908;18219;24511;32626;37515;45246;50258;64457;79110""","""times=1645558356222;1645558445977;1645558449028;1645558458263;1645558464256;1645558472585;1645558480183;1645558483829;1645558501398;1645558505775---values=;6366;9417;18652;24645;32974;40572;44218;61787;66164"""
377678,intact_1,"""times=1645558109529;1645558115796;1645558126033;1645558128296;1645558144111;1645558155942;1645558160610;1645558173551;1645558181110---values=;6264;16501;18764;34579;46410;51078;64019;71578""","""times=1645558109529;1645558209641;1645558221476;1645558226722;1645558233565;1645558249575;1645558254772;1645558258435;1645558265597---values=;18241;30076;35322;42165;58175;63372;67035;74197"""
377678,1B_1,"""times=1645557939312;1645557942971;1645557954133;1645557959481;1645557971866;1645557982214;1645557987980;1645557996283;1645558004507;1645558013511;1645558019524---values=;3658;14820;20168;32553;42901;48667;56970;65194;74198;80211""","""times=1645557939312;1645558026117;1645558028394;1645558037269;1645558043230;1645558047705;1645558053600;1645558058513;1645558065673;1645558071715;1645558079694;1645558086970;1645558098402;1645558102921---values=;3417;5694;14569;20530;25005;30900;35813;42973;49015;56994;64270;75702;80221"""
377678,2B_3,"""times=1645557766622;1645557774852;1645557781583;1645557788542;1645557795512;1645557803321;1645557812511;1645557822927;1645557828539;1645557839161;1645557844819---values=;8226;14957;21916;28886;36695;45885;56301;61913;72535;78193""","""times=1645557766622;1645557859476;1645557870543;1645557879146;1645557884099;1645557893251;1645557905049;1645557912505;1645557921720---values=;7996;19063;27666;32619;41771;53569;61025;70240"""
377678,1B_2,"""times=1645557501398;1645557509543;1645557515447;1645557522073;1645557529538;1645557535791;1645557543253;1645557546916;1645557555470;1645557561547;1645557568132;1645557571802;1645557575266;1645557579376---values=;8143;14048;20674;28139;34392;41854;45517;54071;60148;66733;70403;73867;77977""","""times=1645557501398;1645557592987;1645557599725;1645557605902;1645557614982;1645557617164;1645557619757;1645557627431;1645557632072;1645557639023;1645557640629;1645557650975;1645557654939;1645557661901---values=;8216;14954;21131;30211;32393;34985;42660;47301;54252;55858;66204;70168;77130"""
377678,8B_3,"""times=1645557336886;1645557349566;1645557355244;1645557367750;1645557383870;1645557398370---values=;12677;18355;30861;46981;61481""","""times=1645557336886;1645557429816;1645557435542;1645557453206;1645557463526;1645557491520---values=;12509;18235;35899;46219;74213"""
377678,intact_2,"""times=1645557166301;1645557176577;1645557187594;1645557191247;1645557196222;1645557202471;1645557211283;1645557215749;1645557232438---values=;10273;21290;24943;29918;36167;44979;49445;66134""","""times=1645557166301;1645557260059;1645557263391;1645557273101;1645557282324;1645557297979;1645557314941---values=;10368;13700;23410;32633;48288;65250"""
377678,practice_task,"""times=1645556856446;1645556861832;1645556869994;1645556890013;1645556894717;1645556897576;1645556908856;1645556913603---values=5380;10766;18928;38947;43651;46510;57790;62537""","""times=1645556924624;1645556929942;1645556937847;1645556958391;1645556962950;1645556965294;1645556974245;1645556977401---values=4606;9924;17829;38373;42932;45276;54227;57383"""
377665,intact_1,"""times=1645557456292---values=""","""times=1645557456292;1645557554297;1645557569880;1645557573097;1645557605211;1645557615465---values=;16074;31657;34873;66988;77242"""
377665,8B_2,"""times=1645557301835;1645557308041---values=33231;39437""","""times=1645557268595;1645557368955;1645557384547;1645557401546;1645557417634---values=;16958;32550;49549;65637"""
377664,intact_3,"""times=1645559121115;1645559171971---values=;50840""","""times=1645559121115;1645559226488;1645559258802---values=;18652;50966"""
377664,2B_2,"""times=1645558949451;1645558994599;1645559015342---values=;45135;65878""","""times=1645558949451;1645559077714;1645559098515---values=;44530;65331"""
377664,8B_3,"""times=1645558782654;1645558832464---values=;49793""","""times=1645558782654;1645558881932;1645558897887;1645558931132---values=;18481;34436;67680"""
377664,intact_1,"""times=1645558594633;1645558631559;1645558662008---values=;36923;67372""","""times=1645558594633;1645558711952---values=;35096"""
377664,8B_2,"""times=1645558381907;1645558410355;1645558432898;1645558460322---values=;28442;50985;78409""","""times=1645558381907;1645558493400;1645558507839;1645558544530---values=;27764;42204;78895"""
377664,1B_3,"""times=1645558207097;1645558222922;1645558260954---values=;15809;53841""","""times=1645558207097;1645558339528;1645558361361---values=;47227;69060"""
377664,2B_1,"""times=1645557988501;1645558046006---values=;57497""","""times=1645557988501;1645558115195;1645558129161---values=;42949;56915"""
377664,1B_2,"""times=1645557804899;1645557828301;1645557878300---values=;23393;73392""","""times=1645557804899;1645557906054;1645557934108---values=;17426;45480"""
377664,8B_1,"""times=1645557624294;1645557662677;1645557684568;1645557699250---values=;38370;60261;74943""","""times=1645557624294;1645557760834;1645557781833---values=;48356;69355"""
377664,2B_3,"""times=1645557343014;1645557363682;1645557369974;1645557419789---values=;20666;26958;76773""","""times=1645557343014;1645557437676;1645557449878---values=;9476;21678"""
377664,intact_2,"""times=1645557172358;1645557183661;1645557222947---values=;11298;50584""","""times=1645557172358;1645557292538---values=;36456"""
377664,1B_1,"""times=1645557000198;1645557016247;1645557034019;1645557043242;1645557060611---values=;16033;33805;43028;60397""","""times=1645557000198;1645557090447;1645557100420;1645557154559---values=;6513;16486;70625"""
377664,practice_task,"""times=1645556825073;1645556833535;1645556838124;1645556853577;1645556877864;1645556881768---values=6263;14725;19313;34767;59054;62958""","""times=1645556900645;1645556926593;1645556945481---values=12180;38128;57016"""
377663,8B_3,"""times=1645559303785;1645559318641;1645559322871;1645559332762;1645559333288;1645559334196;1645559349898;1645559370181;1645559375910;1645559378099---values=;14851;19081;28972;29498;30406;46108;66391;72120;74309""","""times=1645559303785;1645559398896;1645559402373;1645559412322;1645559414664;1645559428818;1645559430611;1645559450338;1645559458743---values=;14733;18210;28159;30501;44655;46448;66175;74580"""
377663,intact_3,"""times=1645559128991;1645559144712;1645559149791;1645559153094;1645559159240;1645559161079;1645559169088;1645559175443;1645559177442;1645559186029;1645559189471;1645559193358;1645559201334;1645559207457;1645559209357---values=;15720;20799;24102;30248;32087;40095;46451;48450;57037;60479;64366;72342;78465;80365""","""times=1645559128991;1645559229285;1645559231364;1645559235457;1645559245854;1645559247729;1645559261696;1645559263694;1645559271499;1645559276050;1645559277738;1645559279712;1645559281896;1645559293627;1645559295437---values=;14010;16089;20182;30579;32454;46421;48419;56224;60775;62463;64437;66621;78352;80162"""
377663,2B_2,"""times=1645558957504;1645558961229;1645558962203;1645558964339;1645558969963;1645558973975;1645558978428;1645558980679;1645558982240;1645558983892;1645558988168;1645558989891;1645558994639;1645558997565;1645559000074;1645559012062;1645559025910---values=;3722;4696;6832;12456;16468;20921;23172;24733;26385;30661;32384;37132;40058;42567;54555;68403""","""times=1645558957504;1645559045372;1645559047879;1645559052971;1645559054947;1645559057469;1645559065484;1645559067197;1645559069838;1645559077093;1645559083215;1645559094543;1645559101740;1645559103436;1645559111326---values=;4554;7061;12153;14129;16651;24666;26379;29020;36275;42397;53725;60922;62618;70508"""
377663,1B_3,"""times=1645558704919;1645558707775;1645558711700;1645558717034;1645558719735;1645558727056;1645558735180;1645558737465;1645558757861;1645558759205;1645558764147;1645558765185;1645558771521;1645558775842;1645558777419;1645558781007---values=;2850;6775;12109;14809;22131;30255;32540;52936;54280;59222;60260;66596;70917;72494;76082""","""times=1645558704919;1645558796523;1645558801833;1645558804574;1645558807939;1645558811786;1645558817871;1645558822118;1645558834263;1645558842275;1645558843920;1645558849888;1645558855486;1645558860242;1645558865569;1645558869433---values=;6780;12090;14831;18196;22043;28128;32375;44520;52532;54177;60145;65743;70499;75826;79690"""
377663,8B_2,"""times=1645558534988;1645558549226;1645558553252;1645558557110;1645558561191;1645558563181;1645558564040;1645558565844;1645558568432;1645558589075;1645558594106;1645558597650;1645558601300;1645558601461;1645558605126;1645558611377;1645558613224---values=;14230;18256;22114;26195;28185;29044;30847;33436;54079;59110;62654;66304;66465;70130;76381;78228""","""times=1645558534988;1645558625142;1645558632458;1645558636353;1645558640407;1645558646491;1645558647420;1645558648930;1645558659173;1645558659912;1645558672445;1645558677403;1645558680393;1645558685066;1645558688439;1645558694539;1645558694657;1645558696760---values=;6829;14145;18040;22094;28178;29107;30617;40859;41599;54132;59090;62080;66753;70126;76226;76344;78447"""
377663,intact_1,"""times=1645558367927;1645558372276;1645558374519;1645558381087;1645558384300;1645558388305;1645558392883;1645558398454;1645558400087;1645558405067;1645558408465;1645558410501;1645558414347;1645558416072;1645558420004;1645558424821;1645558432111;1645558440927;1645558441015---values=;4345;6588;13156;16369;20374;24952;30523;32156;37136;40534;42570;46416;48141;52073;56890;64180;72996;73084""","""times=1645558367927;1645558453865;1645558458850;1645558464869;1645558465900;1645558469798;1645558475076;1645558479874;1645558481919;1645558486270;1645558490180;1645558491958;1645558494393;1645558496250;1645558498159;1645558500205;1645558505972;1645558510474;1645558512535;1645558513332;1645558514416;1645558516804;1645558518962;1645558522881;1645558528535---values=;4113;9098;15117;16148;20046;25324;30122;32167;36518;40428;42206;44641;46498;48407;50453;56220;60722;62783;63580;64664;67052;69210;73129;78783"""
377663,2B_1,"""times=1645558172499;1645558178212;1645558181156;1645558184866;1645558187005;1645558189195;1645558193092;1645558195323;1645558200793;1645558202783;1645558207957;1645558212755;1645558216499;1645558219653;1645558224877;1645558226920;1645558232717;1645558240842;1645558245262;1645558246999---values=;5708;8652;12362;14501;16691;20588;22819;28289;30279;35453;40251;43995;47149;52373;54416;60213;68338;72758;74495""","""times=1645558172499;1645558260762;1645558263991;1645558268662;1645558272178;1645558277925;1645558284276;1645558289318;1645558292637;1645558294558;1645558299207;1645558303305;1645558309353;1645558310236;1645558314965;1645558322938;1645558328513---values=;4960;8189;12860;16376;22123;28474;33516;36835;38756;43405;47503;53551;54434;59163;67136;72711"""
377663,1B_2,"""times=1645558002794;1645558003728;1645558008134;1645558010985;1645558013899;1645558015572;1645558017764;1645558019755;1645558021581;1645558025272;1645558027209;1645558030200;1645558034563;1645558035508;1645558039985;1645558042227;1645558045329;1645558051121;1645558054759;1645558058259;1645558062413;1645558065950;1645558071374;1645558074427---values=;931;5337;8188;11102;12775;14967;16958;18784;22475;24412;27403;31766;32711;37188;39430;42531;48324;51962;55462;59616;63153;68577;71630""","""times=1645558002794;1645558086934;1645558090524;1645558096443;1645558098596;1645558102533;1645558106313;1645558109047;1645558112576;1645558116661;1645558119976;1645558123402;1645558126129;1645558128550;1645558130705;1645558132574;1645558136746;1645558137654;1645558140375;1645558146268;1645558153637;1645558157739;1645558159824;1645558160739;1645558164611---values=;840;4430;10349;12502;16439;20219;22953;26482;30567;33882;37308;40035;42456;44611;46480;50652;51560;54281;60174;67543;71645;73730;74645;78517"""
377663,8B_1,"""times=1645557823974;1645557829410;1645557834351;1645557837711;1645557841694;1645557844129;1645557847971;1645557852196;1645557856108;1645557865058;1645557866836;1645557867406;1645557869611;1645557874079;1645557876272;1645557878274;1645557885205;1645557886722;1645557888602;1645557894420;1645557898439;1645557904960;1645557906846---values=;5430;10373;13733;17716;20151;23993;28218;32130;41080;42858;43428;45633;50101;52294;54296;61227;62744;64624;70442;74461;80982;82868""","""times=1645557823974;1645557916090;1645557920176;1645557926858;1645557928404;1645557932184;1645557936198;1645557940241;1645557944792;1645557946495;1645557955864;1645557957493;1645557961926;1645557963770;1645557966175;1645557967991;1645557973027;1645557976013;1645557980286;1645557984552;1645557990954;1645557992562;1645557994062;1645557995523---values=;4313;8399;15081;16627;20407;24421;28464;33015;34718;44087;45716;50149;51993;54398;56214;61250;64236;68509;72775;79177;80785;82285;83746"""
377663,1B_1,"""times=1645557427426;1645557433298;1645557437944;1645557441944;1645557445250;1645557448561;1645557450290;1645557453410;1645557454395;1645557456442;1645557459027;1645557462506;1645557464434;1645557466227;1645557471903;1645557474129;1645557477581;1645557481972;1645557482945;1645557486354;1645557489094;1645557493593;1645557496761;1645557500130;1645557502982---values=;5866;10512;14512;17818;21129;22858;25978;26963;29010;31595;35074;37002;38795;44471;46697;50149;54540;55513;58922;61662;66161;69329;72698;75550""","""times=1645557427426;1645557515430;1645557519066;1645557524865;1645557529152;1645557533489;1645557537787;1645557539439;1645557543124;1645557545777;1645557548006;1645557550999;1645557557207;1645557562351;1645557565260;1645557566808;1645557570765;1645557578740;1645557581985;1645557583539;1645557590174---values=;4681;8317;14116;18403;22740;27038;28690;32375;35028;37257;40250;46458;51602;54511;56059;60016;67991;71236;72790;79425"""
377663,intact_2,"""times=1645557255606;1645557262138;1645557266095;1645557272067;1645557276652;1645557280442;1645557287451;1645557290121;1645557293230;1645557300093;1645557305013;1645557309037;1645557318387;1645557321577;1645557325690;1645557329424;1645557333077---values=;6525;10482;16454;21039;24829;31837;34508;37617;44480;49400;53424;62774;65964;70077;73811;77464""","""times=1645557255606;1645557345477;1645557350932;1645557354413;1645557361939;1645557364204;1645557369681;1645557378061;1645557382260;1645557386359;1645557392239;1645557400410;1645557404782;1645557412007---values=;6553;12008;15489;23015;25280;30757;39137;43336;47435;53315;61486;65858;73083"""
377663,2B_3,"""times=1645557082993;1645557086534;1645557089041;1645557095177;1645557103782;1645557109313;1645557114272;1645557116553;1645557119936;1645557122103;1645557126090;1645557129457;1645557131785;1645557133730;1645557136696;1645557143506;1645557146816;1645557150332;1645557155064;1645557158508;1645557161701---values=;3536;6043;12179;20784;26315;31274;33555;36938;39105;43092;46459;48787;50732;53698;60508;63818;67334;72066;75510;78703""","""times=1645557082993;1645557171851;1645557176469;1645557180613;1645557185097;1645557191560;1645557194872;1645557198776;1645557202611;1645557205805;1645557208475;1645557216405;1645557219431;1645557221331;1645557224746;1645557227697;1645557230777;1645557234301;1645557238339;1645557240782;1645557244230---values=;4059;8677;12821;17305;23768;27080;30984;34819;38013;40683;48613;51639;53539;56954;59905;62985;66509;70547;72990;76438"""
377663,practice_task,"""times=1645556907691;1645556912825;1645556923450;1645556927871---values=40064;45198;55823;60244""","""times=1645556941259;1645556950031;1645556959050;1645556970437;1645556979082;1645556991842---values=8335;17107;26126;37513;46158;58918"""
377650,intact_3,"""times=1645559098443;1645559121125;1645559134325;1645559149420;1645559160778---values=;22677;35877;50972;62330""","""times=1645559098443;1645559203389;1645559220004;1645559235810;1645559246357---values=;18575;35190;50996;61543"""
377650,8B_3,"""times=1645558931607;1645558955451;1645558964580;1645558992728---values=;23837;32966;61114""","""times=1645558931607;1645559073065;1645559082727---values=;61001;70664"""
377650,2B_2,"""times=1645558758879;1645558763541;1645558767865;1645558769987;1645558771517;1645558783494;1645558785462;1645558807642;1645558824183;1645558828013---values=;4645;8969;11091;12621;24598;26566;48746;65287;69117""","""times=1645558758879;1645558846846;1645558851169;1645558853634;1645558854902;1645558859287;1645558866914;1645558880460;1645558890387;1645558895453;1645558906964;1645558915811---values=;4549;8873;11338;12606;16991;24618;38164;48091;53157;64668;73515"""
377650,1B_3,"""times=1645558535058;1645558540307;1645558542307;1645558544234;1645558546451;1645558547781;1645558549609;1645558554592;1645558555974;1645558557842;1645558560653;1645558563683;1645558572132;1645558577328;1645558582046;1645558587879;1645558593192;1645558604463;1645558605827;1645558613668---values=;5245;7245;9172;11389;12719;14547;19530;20912;22780;25591;28621;37070;42266;46984;52817;58130;69401;70765;78606""","""times=1645558535058;1645558626014;1645558627145;1645558631206;1645558632783;1645558635123;1645558640631;1645558642612;1645558654546;1645558661228;1645558672142;1645558677077;1645558687872;1645558689395;1645558690857---values=;6070;7201;11262;12839;15179;20687;22668;34602;41284;52198;57133;67927;69451;70913"""
377650,8B_2,"""times=1645558362645;1645558379837;1645558387316;1645558396723;1645558413743;1645558427573---values=;17177;24656;34063;51083;64913""","""times=1645558362645;1645558462874;1645558478778;1645558496261;1645558522934---values=;16813;32717;50200;76873"""
377650,intact_1,"""times=1645558191279;1645558226447;1645558236095;1645558258693---values=;35154;44802;67400""","""times=1645558191279;1645558308184;1645558315960---values=;34974;42750"""
377650,1B_2,"""times=1645557953933;1645557957037;1645557967208;1645557969307;1645557972695;1645557976855;1645557978919;1645557982782;1645557988590;1645557997090;1645558002980;1645558009703;1645558013747;1645558020317;1645558025070;1645558031028;1645558032945---values=;3095;13266;15365;18753;22913;24977;28840;34648;43148;49038;55761;59805;66375;71128;77086;79002""","""times=1645557953933;1645558040340;1645558047497;1645558050995;1645558052418;1645558059418;1645558068049;1645558080842;1645558088046;1645558093610;1645558098428;1645558106556;1645558113378;1645558115312---values=;2998;10155;13653;15076;22076;30707;43500;50704;56268;61086;69214;76036;77970"""
377650,8B_1,"""times=1645557771550;1645557800907;1645557808576;1645557815072---values=;29349;37018;43514""","""times=1645557771550;1645557880905;1645557894383;1645557902459;1645557926666---values=;21498;34976;43052;67259"""
377650,2B_1,"""times=1645557598244;1645557602897;1645557611324;1645557615369;1645557619678;1645557623658;1645557626596;1645557632723;1645557636002;1645557662865;1645557670956---values=;4636;13063;17108;21417;25397;28335;34462;37741;64604;72694""","""times=1645557598244;1645557686255;1645557694067;1645557701871;1645557710088;1645557719057;1645557746409;1645557750607;1645557754450---values=;4598;12410;20214;28430;37400;64752;68950;72793"""
377650,2B_3,"""times=1645557301775;1645557306742;1645557313809;1645557320661;1645557327489;1645557334409;1645557337198;1645557346960;1645557348733;1645557352875;1645557355064;1645557358419;1645557364938;1645557374595---values=;4953;12020;18872;25700;32620;35409;45171;46944;51086;53275;56630;63149;72806""","""times=1645557301775;1645557392196;1645557396747;1645557400266;1645557408743;1645557416339;1645557419892;1645557422022;1645557431660;1645557437653;1645557440141;1645557443545;1645557450038;1645557460057---values=;5474;10025;13544;22021;29617;33170;35300;44938;50931;53419;56823;63316;73335"""
377650,1B_1,"""times=1645557125638;1645557130555;1645557138700;1645557141797;1645557148700;1645557153707;1645557158750;1645557164611;1645557171089;1645557173225;1645557178169;1645557185329;1645557191125;1645557201299---values=;4916;13061;16158;23061;28068;33111;38972;45450;47586;52530;59690;65486;75660""","""times=1645557125638;1645557213733;1645557222356;1645557224648;1645557230284;1645557236128;1645557240728;1645557243007;1645557248377;1645557252105;1645557255963;1645557269166;1645557274521;1645557288200---values=;4695;13317;15610;21246;27090;31690;33969;39339;43067;46925;60128;65483;79162"""
377650,intact_2,"""times=1645556952907;1645556961529;1645556972224;1645556993975;1645557002114;1645557019983---values=;8608;19303;41054;49193;67062""","""times=1645556952907;1645557045096;1645557056423;1645557061964;1645557074397;1645557081867;1645557085362;1645557102451;1645557111507---values=;8776;20103;25644;38077;45547;49042;66131;75187"""
377650,practice_task,"""times=1645556738691;1645556741314;1645556748435;1645556753269;1645556760414;1645556768811;1645556773000;1645556781998;1645556790381;1645556798221---values=3397;6021;13142;17976;25121;33518;37707;46705;55088;62927""","""times=1645556809509;1645556817395;1645556826920;1645556829771;1645556839100;1645556841791;1645556851348;1645556866833---values=4923;12809;22334;25185;34514;37205;46762;62247"""
377648,intact_3,"""times=1645559185834;1645559207627---values=;21787""","""times=1645559185834;1645559290396---values=;18193"""
377648,8B_2,"""times=1645559014952;1645559037101;1645559066090---values=;22139;51128""","""times=1645559014952;1645559131944---values=;33582"""
377648,2B_1,"""times=1645558845259;1645558864752;1645558898081;1645558904602---values=;19487;52816;59337""","""times=1645558845259;1645558971298;1645558992222---values=;42649;63573"""
377648,2B_2,"""times=1645558640253;1645558648570;1645558667892;1645558679644;1645558691717;1645558705407---values=;8313;27635;39387;51460;65150""","""times=1645558640253;1645558732678;1645558775291;1645558789646---values=;9020;51633;65988"""
377648,1B_3,"""times=1645558467031;1645558472697;1645558478995;1645558529596;1645558537957---values=;5665;11963;62564;70925""","""times=1645558467031;1645558558050;1645558563522;1645558577902;1645558588116;1645558603871;1645558621978---values=;6137;11609;25989;36203;51958;70065"""
377648,8B_1,"""times=1645558283956;1645558303095;1645558321408;1645558338722;1645558352899---values=;19138;37451;54765;68942""","""times=1645558283956;1645558391106;1645558426902;1645558439932---values=;19301;55097;68127"""
377648,1B_1,"""times=1645558056442;1645558060035;1645558062940;1645558072560;1645558079233;1645558089714;1645558100041;1645558104965;1645558133471---values=;3588;6493;16113;22786;33267;43594;48518;77024""","""times=1645558056442;1645558143148;1645558146263;1645558155864;1645558162494;1645558173362;1645558181231;1645558198395;1645558215351---values=;3317;6432;16033;22663;33531;41400;58564;75520"""
377648,2B_3,"""times=1645557884489;1645557891275;1645557895989;1645557901664;1645557905569;1645557911548;1645557923321;1645557928385;1645557937568;1645557941795;1645557947567---values=;6773;11487;17162;21067;27046;38819;43883;53066;57293;63065""","""times=1645557884489;1645557978715;1645557984550;1645557990179;1645557995880;1645558004148;1645558008073;1645558010975;1645558015337;1645558023182;1645558026545;1645558032625---values=;9331;15166;20795;26496;34764;38688;41591;45953;53798;57161;63241"""
377648,intact_1,"""times=1645557717285;1645557752277;1645557784231---values=;34988;66942""","""times=1645557717285;1645557834215;1645557866518---values=;35009;67313"""
377648,intact_2,"""times=1645557479972;1645557491669;1645557527305---values=;11686;47322""","""times=1645557479972;1645557602000;1645557612696;1645557630312---values=;38635;49331;66947"""
377648,1B_2,"""times=1645557310086;1645557328826;1645557345136;1645557384191---values=;18739;35049;74104""","""times=1645557310086;1645557439016---values=;45547"""
377648,8B_3,"""times=1645557145542;1645557211528---values=;65974""","""times=1645557145542;1645557288948---values=;62945"""
377648,practice_task,"""times=1645556874353;1645556920972---values=4249;50868""","""times=1645556942599;1645556953820;1645556977606---values=2920;14141;37927"""
377647,1B_3,"""times=1645559685344;1645559691790;1645559706812;1645559721608;1645559749233---values=;6440;21462;36258;63883""","""times=1645559685344;1645559790109;1645559802593;1645559819655;1645559844803---values=;19894;32378;49440;74588"""
377647,intact_1,"""times=1645559516897;1645559566498;1645559593015---values=;49599;76116""","""times=1645559516897;1645559633593;1645559668480---values=;34795;69682"""
377647,2B_3,"""times=1645559184068;1645559198790;1645559204418;1645559214757;1645559237542;1645559244467;1645559248475;1645559257896---values=;14713;20341;30680;53465;60390;64398;73819""","""times=1645559184068;1645559282725;1645559291347;1645559295609;1645559328263;1645559336481---values=;13782;22404;26666;59320;67538"""
377647,intact_2,"""times=1645558893738;1645558943554---values=;49805""","""times=1645558893738;1645558988404;1645558990240;1645559026602---values=;11255;13091;49453"""
377647,8B_3,"""times=1645558642893;1645558655699;1645558656613;1645558660070;1645558675423;1645558693043;1645558706286;1645558714664---values=;12803;13717;17174;32527;50147;63390;71768""","""times=1645558642893;1645558740387;1645558742048;1645558756159;1645558772795;1645558786707;1645558796877---values=;17057;18718;32829;49465;63377;73546"""
377647,1B_2,"""times=1645558155264;1645558169194;1645558171399;1645558184153;1645558187038;1645558201434;1645558218629---values=;13922;16127;28880;31766;46162;63357""","""times=1645558155264;1645558252106;1645558253622;1645558268388;1645558279929;1645558286386;1645558314873;1645558316007---values=;13434;14950;29716;41257;47714;76201;77335"""
377647,8B_2,"""times=1645557922231;1645557941706;1645557967279;1645557991664---values=;19473;45046;69431""","""times=1645557922231;1645558029797;1645558040665;1645558056667;1645558072701---values=;24165;35033;51035;67069"""
377647,intact_3,"""times=1645557720868;1645557738182;1645557772047---values=;17311;51176""","""times=1645557720868;1645557830558;1645557859110---values=;23338;51890"""
377647,2B_1,"""times=1645557543197;1645557573594;1645557593193;1645557602808;1645557610119;1645557612757---values=;30390;49989;59604;66915;69553""","""times=1645557543197;1645557633699;1645557636299;1645557640594;1645557643218;1645557656465;1645557661061;1645557683301---values=;7095;9695;13990;16614;29861;34457;56697"""
377647,1B_1,"""times=1645557194183;1645557202143;1645557212132;1645557228963;1645557264935---values=;7956;17945;34776;70748""","""times=1645557194183;1645557291647;1645557312075;1645557316806;1645557321972;1645557344947;1645557348045---values=;14060;34488;39219;44385;67360;70458"""
377647,8B_1,"""times=1645557014635;1645557026315;1645557035981;1645557059342;1645557083514---values=;11678;21344;44705;68877""","""times=1645557014635;1645557124530;1645557147672;1645557170829---values=;22027;45169;68326"""
377647,2B_2,"""times=1645556831948;1645556838621;1645556862740;1645556878062;1645556882223;1645556891463;1645556906811---values=;6666;30785;46107;50268;59508;74856""","""times=1645556831948;1645556945550;1645556962070;1645556979204;1645556990734---values=;30195;46715;63849;75379"""
